Word	HappRank	Havg	StDev	Freq_List	TwitterRank	Gbook_Rank
живу	623	6.58	1.3262	1337	1487	--
получилось	624	6.58	1.0120	999	1336	--
кот	625	6.58	1.1622	3432	1046	--
весной	626	6.58	1.1796	--	3836	2241
сердцу	627	6.58	1.2631	--	4653	--
сердца	628	6.58	1.1622	1485	2158	1486
плюс	629	6.58	1.0897	2016	1812	--
вселенной	630	6.58	1.3262	1863	--	--
достиг	631	6.58	1.0897	--	3297	--
девочка	632	6.58	1.1796	724	951	--
спорт	633	6.58	1.2304	--	3048	--
жизнью	634	6.58	1.3716	1355	3319	1730
ребёнком	635	6.58	1.2469	4507	--	--
концерт	636	6.58	1.2137	3410	845	--
приятель	637	6.58	1.1082	689	--	--
мандарины	638	6.58	1.1622	--	3248	--
ёлку	639	6.58	1.1082	--	2097	--
пирог	640	6.58	1.1796	2856	--	--
молодых	641	6.58	1.1968	4763	4412	1449
правда	642	6.58	1.2631	111	267	444
ярко	643	6.58	1.1622	--	--	1998
хахах	644	6.56	1.7280	--	3938	--
елка	645	6.56	1.1808	--	1932	--
подарите	646	6.56	1.1808	--	4498	--
близкие	647	6.56	1.0721	--	4580	--
ценность	648	6.56	0.8843	--	--	3410
правильный	649	6.56	1.0529	4968	4268	--
девочки	650	6.56	1.0910	984	1100	--
будущее	651	6.56	1.0721	1035	1009	2045
пушкин	652	6.56	1.2961	--	--	1962
разум	653	6.56	1.0134	3073	--	--
достижений	654	6.56	1.0529	--	--	4073
вселенная	655	6.56	1.2961	3801	--	--
пожалуйста	656	6.56	1.1095	104	435	4288
живых	657	6.56	1.1278	2396	--	3916
крутой	658	6.56	1.2316	2861	1120	--
зарабатывать	659	6.56	1.2961	--	4669	--
респект	660	6.54	1.4598	--	4219	--
сынок	661	6.54	1.0730	828	--	--
суббота	662	6.54	1.2324	--	2164	--
девушка	663	6.54	1.1287	516	429	2909
нравилось	664	6.54	1.0919	3374	--	--
подругой	665	6.54	0.9733	--	4184	--
беременна	666	6.54	1.4875	2390	--	--
культура	667	6.54	1.1104	--	--	1642
cute	668	6.54	1.3881	--	3666	--
сильная	669	6.54	0.9521	4137	4830	--
живи	670	6.54	1.1104	--	4352	--
кошки	671	6.54	1.3584	--	3997	--
спасли	672	6.54	1.1988	4261	--	--
справедливости	673	6.52	1.1471	--	--	3724
культурных	674	6.52	1.0150	--	--	3202
marry	675	6.52	1.3438	--	4822	--
жене	676	6.52	1.1993	1773	4775	--
окей	677	6.52	1.2656	996	2696	--
культурного	678	6.52	0.8862	--	--	2893
приглашение	679	6.52	0.9739	4172	--	--
шампанское	680	6.52	1.3886	4217	3119	--
god	681	6.52	1.5810	--	2586	--
цветов	682	6.52	1.1993	4840	--	--
женщина	683	6.52	1.1471	405	501	1347
доверять	684	6.52	0.9089	1866	4936	--
женщиной	685	6.52	1.0736	1701	3971	--
здравствует	686	6.52	1.0349	4031	--	--
home	687	6.52	1.2816	--	1086	--
сексом	688	6.52	1.6932	2618	4216	--
фестиваль	689	6.52	1.0544	--	4118	--
урожай	690	6.52	0.9089	--	--	3067
театр	691	6.50	1.2164	3954	2503	1762
близких	692	6.50	1.1473	--	3214	4069
россия	693	6.50	1.1473	--	278	1195
девочку	694	6.50	1.2164	2586	4318	--
достижения	695	6.50	1.0351	--	--	1594
песня	696	6.50	1.1824	1596	548	3608
оранжевое	697	6.50	1.2817	--	760	--
я	698	6.50	1.4033	--	5	24
нового	699	6.50	0.9530	1260	250	482
страсть	700	6.50	1.3740	4323	--	--
женаты	701	6.50	1.1995	3740	--	--
сердце	702	6.50	1.1112	468	563	804
вера	703	6.50	1.0926	3309	3257	2761
замуж	704	6.50	1.3132	1056	1801	--
родилась	705	6.50	1.1650	3754	--	--
чистый	706	6.50	1.0351	4718	--	--
чистой	707	6.50	0.8391	--	--	4108
родине	708	6.50	1.1995	--	--	4483
замужем	709	6.48	1.3589	2566	--	--
ужин	710	6.48	0.9947	1122	2444	--
интерес	711	6.48	0.8628	4483	--	821
спас	712	6.48	1.1292	1675	--	--
верить	713	6.48	1.0150	1216	1280	--
достоинства	714	6.48	0.9947	--	--	4335
играет	715	6.48	1.0349	1284	1050	2344
детские	716	6.48	0.9739	--	3815	--
книги	717	6.48	1.1648	1279	1386	392
богу	718	6.48	1.4032	1051	1760	2269
летать	719	6.48	1.2162	2780	4676	--
научился	720	6.48	0.9739	3523	--	--
братья	721	6.48	1.1110	1865	--	4253
отца	722	6.48	1.3438	401	3726	1027
поиграть	723	6.48	0.9089	2873	--	--
девушке	724	6.48	1.0925	3101	3222	--
игры	725	6.48	1.1471	1023	815	3561
поют	726	6.48	1.1822	--	913	--
кино	727	6.48	1.0925	1094	518	3332
okay	728	6.48	1.1993	--	3323	--
помог	729	6.48	0.9528	1937	--	--
освобождения	730	6.48	1.1292	--	--	3290
общение	731	6.48	0.9528	--	361	--
ребята	732	6.48	1.0349	292	616	4134
джентльмены	733	6.48	1.0925	1599	--	--
please	734	6.48	0.9311	--	401	--
знакомства	735	6.48	1.0150	--	183	--
детка	736	6.48	1.3285	817	3310	--
хлеб	737	6.46	1.2324	2747	--	2762
дорогие	738	6.46	1.2324	3259	1124	--
спокойствие	739	6.46	0.9304	3654	--	--
заработал	740	6.46	1.0730	--	4852	--
спасения	741	6.46	1.0730	4481	--	--
иисус	742	6.46	1.3881	1683	--	--
haha	743	6.46	1.3280	--	3309	--
жены	744	6.46	1.1104	1410	4230	2668
дамы	745	6.46	1.2157	1193	--	--
girls	746	6.46	1.1643	--	2104	--
вместе	747	6.46	1.2651	190	374	185
quality	748	6.46	1.0919	--	1931	--
европа	749	6.46	1.3280	--	4571	--
женщины	750	6.46	1.1817	695	786	1003
расслабиться	751	6.46	1.0144	4770	--	--
девушек	752	6.46	1.1643	2436	1731	--
женщинами	753	6.46	1.2157	3974	--	--
прогуляться	754	6.46	1.0144	4944	--	--
santa	755	6.46	1.3433	--	3429	--
совершенно	756	6.46	1.2651	619	1515	247
young	757	6.46	1.1817	--	2894	--
russia	758	6.46	1.2157	--	359	--
повышение	759	6.46	1.1287	--	--	968
помогать	760	6.46	0.9521	1883	--	--
новые	761	6.46	0.9082	1107	474	338
спасти	762	6.46	1.1104	893	--	--
нравился	763	6.44	1.0910	4451	--	--
культурно	764	6.44	0.8609	--	--	2738
играй	765	6.44	1.0529	4594	--	--
брата	766	6.44	1.0721	1059	3601	2328
охотно	767	6.44	1.0721	--	--	4275
знание	768	6.44	1.1980	--	--	2927
ребятки	769	6.44	1.2316	--	4157	--
заработок	770	6.44	1.1095	--	4017	--
женщин	771	6.44	1.1634	857	830	1207
океан	772	6.44	1.2149	4102	--	--
умнее	773	6.44	0.8843	4965	--	--
художественной	774	6.44	1.0721	--	--	1939
ценности	775	6.44	1.0910	--	--	2961
художник	776	6.44	1.0333	3060	--	2141
девочкой	777	6.44	1.0721	4337	--	--
google	778	6.44	1.2149	--	867	--
круче	779	6.44	1.2316	--	1234	--
дорогуша	780	6.44	1.5005	3768	--	--
девочек	781	6.44	1.2803	2686	3857	--
планета	782	6.44	1.3273	3713	--	--
вау	783	6.44	1.3726	2215	3210	--
самая	784	6.44	1.1808	878	443	1966
live	785	6.44	1.2149	--	248	--
lol	786	6.42	1.6047	--	1546	--
получше	787	6.42	0.7848	1722	--	--
повышению	788	6.42	1.1622	--	--	2880
воскрес	789	6.42	1.4441	--	2759	--
уверена	790	6.42	1.0515	644	3327	--
небесах	791	6.42	1.3107	4983	--	--
играют	792	6.42	1.1082	3009	3743	3691
прогресс	793	6.42	1.0708	--	--	3213
thank	794	6.42	1.2137	--	646	--
настоящие	795	6.42	1.0120	2336	3415	--
сестры	796	6.42	1.0319	2038	--	--
звезды	797	6.42	1.1968	2171	2831	2791
новую	798	6.42	0.9495	1389	796	1380
yes	799	6.42	1.0515	--	1917	--
сестре	800	6.42	0.9708	3858	--	--
девченки	801	6.42	1.4010	--	4947	--
hope	802	6.42	1.1796	--	1899	--
познакомились	803	6.42	1.0319	2756	--	--
лидер	804	6.42	1.2792	4696	1938	--
отец	805	6.42	1.2137	170	2362	1001
культуры	806	6.42	1.1082	--	3591	288
озеро	807	6.42	1.1445	4739	--	--
денег	808	6.42	1.2304	384	583	1616
уверен	809	6.42	0.9055	310	1890	--
встречаться	810	6.42	1.0515	2170	--	--
защита	811	6.42	1.2631	3678	4292	--
картинка	812	6.42	0.9916	--	4481	--
сильным	813	6.42	1.0120	4535	--	--
шанс	814	6.42	1.0319	628	2105	--
скидки	815	6.42	1.1082	--	2173	--
елки	816	6.40	1.0880	--	1595	--
удается	817	6.40	1.0302	--	--	4245
книга	818	6.40	1.1249	1551	1676	830
верно	819	6.40	0.9258	287	2912	2077
игра	820	6.40	1.1249	905	888	--
ок	821	6.40	1.1780	981	420	--
кота	822	6.40	1.3093	--	1779	--
воздух	823	6.40	1.2289	1767	4298	2430
чистого	824	6.40	0.9035	--	--	4963
концерте	825	6.40	1.1952	--	4631	--
heart	826	6.40	1.2122	--	2167	--
future	827	6.40	1.0498	--	4764	--
да	828	6.40	1.2289	8	28	99
believe	829	6.40	1.0880	--	2768	--
сыну	830	6.40	1.1606	3738	--	--
желаю	831	6.40	0.9476	1870	785	--
борщ	832	6.40	1.1066	--	4834	--
май	833	6.40	1.1780	--	3711	--
bmw	834	6.40	1.4142	--	3686	--
снежинки	835	6.40	1.0498	--	4392	--
познакомился	836	6.40	0.8330	4741	--	--
заработать	837	6.40	0.9258	3358	2452	--
гулять	838	6.40	0.9035	3957	1053	--
энергии	839	6.40	1.0690	2379	--	642
light	840	6.40	1.0302	--	4237	--
рисовать	841	6.40	1.0498	--	4368	--
живого	842	6.40	1.0302	--	--	3641
святого	843	6.40	1.1780	2140	--	--
отцом	844	6.38	1.1409	1118	--	--
воля	845	6.38	0.8545	4557	--	4082
культуре	846	6.38	1.1045	--	--	2543
woman	847	6.38	1.2103	--	3547	--
надеяться	848	6.38	1.1933	3027	--	--
эффективность	849	6.38	1.1933	--	--	1573
#anekdot	850	6.38	1.3981	--	3688	--
идеи	851	6.38	1.1229	2198	2449	1062
стихотворения	852	6.38	1.1586	--	--	3794
заплатили	853	6.38	1.2919	4368	--	--
домой	854	6.38	1.2103	197	282	1421
помогла	855	6.38	0.7253	4537	2178	--
женщину	856	6.38	1.0669	1287	1697	--
молодежи	857	6.38	0.9666	--	--	1227
зарплату	858	6.38	1.1229	--	4629	--
лошадь	859	6.38	1.2103	2201	--	4560
кататься	860	6.38	1.0669	--	3583	--
деньгами	861	6.38	1.3981	2187	--	--
погулять	862	6.38	0.9010	--	4647	--
великой	863	6.38	1.1586	--	--	882
искусства	864	6.38	1.1409	4457	--	514
париж	865	6.38	1.1761	2079	--	--
познания	866	6.38	1.1045	--	--	2347
лета	867	6.38	1.4270	--	4364	4759
hi	868	6.38	1.2760	--	1176	--
великих	869	6.38	1.0476	--	--	3610
новая	870	6.38	1.1045	1158	512	1079
природе	871	6.38	1.2599	--	--	1584
скидку	872	6.38	1.1409	--	502	--
поддерживаю	873	6.38	1.0669	--	4369	--
справишься	874	6.38	0.9666	4341	--	--
папой	875	6.38	1.0859	2801	3900	--
благослови	876	6.38	1.3686	4831	--	--
играю	877	6.38	0.9875	2285	3373	--
чувствовать	878	6.38	1.0669	1749	3915	--
театре	879	6.38	1.1045	--	--	2937
секса	880	6.38	1.9680	2887	1632	--
человек	881	6.36	1.1739	159	118	136
живешь	882	6.36	1.1386	2421	4569	--
money	883	6.36	1.3211	--	2486	--
культурной	884	6.36	1.1386	--	--	3589
миллион	885	6.36	1.3516	1828	2236	--
бог	886	6.36	1.6753	402	818	1331
гость	887	6.36	0.9424	3849	--	--
леди	888	6.36	1.2578	731	2523	--
встретимся	889	6.36	0.9848	1489	4566	--
ресторан	890	6.36	1.1563	2263	4958	--
париже	891	6.36	1.1021	2543	--	3481
доходов	892	6.36	0.9424	--	--	2542
сад	893	6.36	1.2249	2769	--	4420
жизни	894	6.36	1.1386	181	133	81
пятница	895	6.36	1.2578	--	1423	--
фильмы	896	6.36	1.1739	2743	1103	--
согласен	897	6.36	1.0053	1057	1184	--
новым	898	6.36	0.9638	2425	158	1739
wow	899	6.36	1.2249	--	2746	--
встретиться	900	6.36	0.9205	1066	4103	--
настоящий	901	6.36	0.8271	830	1400	4040
song	902	6.36	1.1563	--	1365	--
живете	903	6.36	1.3056	4309	--	--
кушайте	904	6.36	0.9848	--	2666	--
internet	905	6.36	1.2415	--	3331	--
star	906	6.36	1.2081	--	2534	--
очень	907	6.36	1.1563	50	59	84
дом	908	6.36	1.3211	238	470	674
океана	909	6.36	1.1739	--	--	2501
завтрак	910	6.36	1.1739	2043	2474	--
художественных	911	6.36	0.9848	--	--	4213
настроение	912	6.36	1.0645	3758	207	4977
wish	913	6.36	1.2578	--	1302	--
помогли	914	6.36	0.9205	4628	--	--
women	915	6.36	1.1563	--	3608	--
важный	916	6.36	1.0451	3638	--	4141
дa	917	6.36	1.2739	2602	--	--
активных	918	6.36	0.9848	--	--	4470
бассейн	919	6.36	1.0254	4178	--	--
деньги	920	6.34	1.1713	175	335	839
чести	921	6.34	1.1713	3965	--	4869
возможностей	922	6.34	1.0422	--	--	2693
юг	923	6.34	1.2224	3637	--	--
невероятные	924	6.34	1.1886	--	4685	--
обновление	925	6.34	1.0422	--	3621	--
энергия	926	6.34	1.0994	4634	--	2683
помогает	927	6.34	0.7982	1996	2155	4653
желаний	928	6.34	1.0994	--	4500	--
дохода	929	6.34	1.1359	--	--	2649
готово	930	6.34	1.0806	1304	--	--
girl	931	6.34	1.1886	--	1162	--
знакомый	932	6.34	0.9607	--	3495	--
братом	933	6.34	1.2056	3020	--	--
мира	934	6.34	1.2554	752	565	286
ценю	935	6.34	1.0224	3948	--	--
новой	936	6.34	1.0422	1574	941	396
прибыли	937	6.34	1.0994	2797	--	1532
поэт	938	6.34	1.1359	--	--	1357
христа	939	6.34	1.5201	3600	--	3218
настоящая	940	6.34	1.0806	1501	2351	--
искусстве	941	6.34	1.0616	--	--	2715
дома	942	6.34	1.1886	211	145	417
урожая	943	6.34	0.9607	--	--	3380
качество	944	6.34	1.0422	--	2633	1571
yeah	945	6.34	1.2715	--	1679	--
молодого	946	6.34	0.9817	--	--	2650
кафе	947	6.34	1.0806	2059	2016	--
небеса	948	6.34	1.1713	3716	--	--
современной	949	6.34	0.9392	--	--	976
позаботиться	950	6.34	1.1359	3565	--	--
театра	951	6.34	1.0806	--	--	1287
независимости	952	6.34	1.2056	--	--	3357
songs	953	6.34	1.0994	--	4149	--
поет	954	6.32	1.0388	4263	3229	--
безопасно	955	6.32	1.1856	4107	--	--
заслужил	956	6.32	0.9355	3214	--	--
эффективности	957	6.32	1.0190	--	--	904
светлость	958	6.32	1.3005	3877	--	--
потенциал	959	6.32	1.2027	--	--	4265
крошка	960	6.32	1.2526	2277	--	--
успеваю	961	6.32	0.9781	--	3858	--
гол	962	6.32	1.3768	--	4642	--
верю	963	6.32	0.9781	587	937	--
удастся	964	6.32	1.0774	2437	--	--
развития	965	6.32	1.0583	--	2211	113
пушкина	966	6.32	1.1328	--	--	1329
зачёт	967	6.32	1.2526	--	4512	--
огромной	968	6.32	1.1683	--	--	4496
муж	969	6.32	1.3005	701	1201	3754
чувство	970	6.32	1.0583	1113	1071	1216
картина	971	6.32	1.0388	3860	--	1967
восстановление	972	6.32	0.9781	--	--	3933
ребят	973	6.32	1.0583	1691	1085	--
спокойной	974	6.32	1.0190	674	456	--
большое	975	6.32	1.0774	579	1288	475
cat	976	6.32	1.1328	--	4402	--
образование	977	6.32	1.0962	--	4229	762
жену	978	6.32	1.1683	1153	3178	4775
интернета	979	6.32	1.2196	--	1954	--
сильное	980	6.32	1.1507	--	--	3668
сестру	981	6.32	0.8908	2553	--	--
идея	982	6.32	0.9988	551	1551	1771
зарплаты	983	6.32	1.2362	--	4445	--
умею	984	6.32	0.8676	1690	1617	--
художника	985	6.30	1.0546	--	--	1968
кушать	986	6.30	0.9742	--	2106	--
способен	987	6.30	0.9949	1839	4780	--
добиться	988	6.30	0.9091	3253	--	2372
женщине	989	6.30	1.1473	2511	3475	--
фильм	990	6.30	1.1294	692	211	--
помогут	991	6.30	1.0152	4213	--	--
утро	992	6.30	1.0546	438	179	3552
высоцкий	993	6.30	1.0546	--	1761	--
стихотворение	994	6.30	0.8144	--	--	4307
стихи	995	6.30	1.0351	4559	2312	1327
картинки	996	6.30	0.9949	--	2729	--
чаю	997	6.30	1.1112	3761	--	--
ёлки	998	6.30	1.1112	--	2456	--
истины	999	6.30	1.0152	--	--	3185
современная	1000	6.30	0.9949	--	--	4393
великому	1001	6.30	1.0351	--	--	4501
встретились	1002	6.30	0.9949	2143	--	--
озера	1003	6.30	1.2657	--	--	2844
сработало	1004	6.30	1.1824	4513	--	--
известный	1005	6.30	0.9530	4001	3198	2385
пиццу	1006	6.30	1.1995	--	4923	--
пляже	1007	6.30	1.2330	4725	--	--
активность	1008	6.30	0.9091	--	--	1648
снежок	1009	6.30	0.9949	--	4472	--
сила	1010	6.30	1.2657	1611	1856	1051
духовного	1011	6.30	1.2330	--	--	4621
библиотека	1012	6.30	1.0738	--	--	3975
энергию	1013	6.30	1.0351	4249	--	--
русскими	1014	6.30	1.0546	--	--	3947
небес	1015	6.30	1.2657	4898	--	--
play	1016	6.30	0.9530	--	2333	--
знаю	1017	6.30	1.1473	41	137	664
skype	1018	6.30	1.0926	--	4527	--
встреча	1019	6.30	0.8864	1491	2435	4377
мастер	1020	6.30	1.0738	2704	3330	4605
большой	1021	6.30	1.0152	436	708	296
культуру	1022	6.30	1.0738	--	--	4418
ооочень	1023	6.30	1.3286	--	4435	--
повышении	1024	6.30	1.1112	--	--	3813
хоккей	1025	6.30	0.9949	--	3785	--
гуд	1026	6.28	1.1256	--	4199	--
бога	1027	6.28	1.5784	694	2225	1133
новыми	1028	6.28	1.0309	--	--	3020
новых	1029	6.28	0.9267	2072	1048	304
посплю	1030	6.28	1.1073	--	4997	--
гостей	1031	6.28	0.9906	2988	4612	4664
девчонка	1032	6.28	1.1613	2192	--	--
мире	1033	6.28	1.1073	530	491	739
ума	1034	6.28	1.2461	475	852	2735
деда	1035	6.28	1.1436	--	1448	--
hearts	1036	6.28	1.2461	--	4517	--
смогу	1037	6.28	0.9044	439	1474	--
шансы	1038	6.28	1.0887	3772	--	--
book	1039	6.28	1.1787	--	234	--
настоящей	1040	6.28	0.9267	4265	--	1944
true	1041	6.28	1.1787	--	2386	--
game	1042	6.28	1.1256	--	1582	--
бал	1043	6.28	1.0110	4929	--	--
миллионы	1044	6.28	1.2943	3232	--	--
брату	1045	6.28	0.9906	4683	--	--
совершенствования	1046	6.28	1.0506	--	--	2833
сотрудничество	1047	6.28	1.0887	--	--	3917
понимание	1048	6.28	1.0110	--	--	2847
получается	1049	6.28	1.0698	1174	945	2306
babe	1050	6.28	1.1959	--	3266	--
впечатление	1051	6.28	1.0309	2606	3921	2213
песню	1052	6.28	1.1436	1786	996	--
мужем	1053	6.28	1.2296	2294	--	--
храм	1054	6.28	1.1959	4549	--	--
развитие	1055	6.28	1.1613	--	3942	251
освободить	1056	6.28	1.1073	3529	--	--
максимум	1057	6.28	1.2461	--	3468	4668
активной	1058	6.28	0.9906	--	--	4091
огромный	1059	6.28	1.0506	3139	3776	3804
открытие	1060	6.28	1.0309	--	2904	4736
домик	1061	6.26	1.1214	4887	--	--
перспективы	1062	6.26	1.0063	--	--	2604
пап	1063	6.26	1.2090	1001	--	--
зачет	1064	6.26	1.4542	--	1241	--
hotel	1065	6.26	1.1031	--	4270	--
неплохо	1066	6.26	0.7508	683	2035	--
лав	1067	6.26	1.5754	--	2594	--
шампанского	1068	6.26	1.6011	4908	4643	--
петербург	1069	6.26	1.2423	--	--	2216
справлюсь	1070	6.26	1.0063	2834	--	--
