Word	Havg	StDev	FrqList
ذمہ	5305	6.02	1.1337	754
تصويروں	5306	6.02	1.4213	6328
منتقلي	5307	6.02	1.2204	2460
تركي	5308	6.02	1.1516	722
اٹا	5309	6.02	1.4776	7673
نامزدگي	5310	6.02	1.3013	6285
ناظم	5311	6.02	1.4356	2175
ڈالي	5312	6.02	1.1865	1439
ڈبے	5313	6.02	1.2204	7755
طبراني	5314	6.02	1.4356	9947
حركات	5315	6.02	1.2534	2967
مالياتي	5316	6.02	1.5451	2814
بنفشي	5317	6.02	1.3626	8482
عراق	5318	6.02	1.4068	853
سوالات	5319	6.02	1.2370	3406
پيوست	5320	6.02	1.2204	7558
تكريم	5321	6.02	1.2370	9828
فورم	5322	6.02	1.2036	6612
چلتا	5323	6.02	1.0200	1431
ايتوں	5324	6.02	1.5713	9250
داعي	5325	6.02	1.2696	4736
كہلانے	5326	6.02	1.0784	5042
لشكر	5327	6.02	1.9324	1962
بٹھايا	5328	6.02	1.1337	7854
باساني	5329	6.02	1.0593	6192
سترہويں	5330	6.02	0.9792	4796
جنتا	5331	6.02	1.1516	9843
حتمي	5332	6.02	0.9998	3300
مثل	5333	6.02	0.9792	3671
مزار	5334	6.02	1.5971	1576
ايندہ	5335	6.02	1.1337	2241
ثانوي	5336	6.02	1.1156	3452
سروں	5337	6.02	1.3323	3627
نيم	5338	6.02	1.0200	1505
اگاہي	5339	6.02	1.4497	4350
كشتيوں	5340	6.02	1.1516	6869
گرايمر	5341	6.02	1.3013	9132
جيسا	5342	6.02	1.0971	475
امريكي	5343	6.02	1.8012	301
جاري	5344	6.02	1.2696	282
پبلك	5345	6.02	1.3013	1745
ہمدان	5346	6.02	1.2534	8919
گودام	5347	6.02	1.2204	9997
ليگ	5348	6.02	1.2696	925
تخيلات	5349	6.02	1.5050	9003
بناء	5350	6.02	1.0971	2668
ازاں	5351	6.02	1.2856	741
كويلے	5352	6.02	1.1156	7293
پكار	5353	6.02	1.1692	6203
انہوں	5354	6.02	1.1337	162
اندازہ	5355	6.02	1.1156	753
تھوڑا	5356	6.02	1.6224	3616
افاقي	5357	6.02	1.0593	6418
رياضي	5358	6.00	1.4846	1119
المنار	5359	6.00	1.5386	8464
كہتا	5360	6.00	1.1066	2274
ڈور	5361	6.00	1.1066	5481
پارچہ	5362	6.00	1.2454	8054
گزرنے	5363	6.00	1.0498	2931
واقع	5364	6.00	1.0690	48
تاليفات	5365	6.00	1.1066	7715
شرع	5366	6.00	1.5908	6594
لين	5367	6.00	1.1066	4253
دقيق	5368	6.00	1.0102	8097
جاز	5369	6.00	1.2936	9306
وصولي	5370	6.00	1.3248	8214
ساماني	5371	6.00	1.2454	9070
زاويوں	5372	6.00	1.1249	7416
كھال	5373	6.00	1.0302	5860
بہنے	5374	6.00	1.0880	1364
برہان	5375	6.00	1.1066	8042
اوازوں	5376	6.00	1.3997	5615
مابين	5377	6.00	1.4428	1624
امر	5378	6.00	1.2778	1158
ديسي	5379	6.00	1.0690	7250
توليدي	5380	6.00	1.3248	9548
سمٹ	5381	6.00	1.1249	9921
باربروسا	5382	6.00	1.2122	9498
اٹھاون	5383	6.00	1.2289	8938
قلعوں	5384	6.00	1.0102	6252
فام	5385	6.00	1.0498	4377
روما	5386	6.00	1.7261	5486
پٹھوں	5387	6.00	1.1780	8740
مالديپ	5388	6.00	1.6036	6271
كرسي	5389	6.00	1.3248	5856
مختصر	5390	6.00	1.1429	725
اسكرپٹ	5391	6.00	1.1066	8023
شانہ	5392	6.00	1.1952	6359
نشاط	5393	6.00	1.2778	7318
ثبت	5394	6.00	1.2778	6439
داروں	5395	6.00	0.9476	2886
كنيت	5396	6.00	1.2617	2854
ايشيايے	5397	6.00	1.2454	6081
امويہ	5398	6.00	1.2778	9776
مجوزہ	5399	6.00	1.1606	4864
محلے	5400	6.00	1.2289	7474
اكھٹا	5401	6.00	1.0690	8457
رايل	5402	6.00	1.3248	4523
ليڈر	5403	6.00	1.4569	2871
تنصيب	5404	6.00	1.2778	6437
شايع	5405	6.00	1.3851	380
جيلاني	5406	6.00	1.3702	5726
اندرا	5407	6.00	1.3093	8714
كھر	5408	6.00	1.2454	9399
حالات	5409	6.00	1.1780	491
رانا	5410	6.00	1.2289	4951
بڑھتے	5411	6.00	1.2936	2903
گزري	5412	6.00	1.0102	4382
ہوتاہے	5413	6.00	1.0880	4396
جانا	5414	6.00	1.1429	474
ردعمل	5415	6.00	1.1606	2481
لہروں	5416	6.00	1.3093	6873
تعجب	5417	6.00	1.3997	6007
ارڈيننس	5418	6.00	1.4142	9215
برطانوي	5419	6.00	1.7843	431
ماديت	5420	6.00	1.2936	9695
يہيں	5421	6.00	1.0498	1231
پہنچي	5422	6.00	1.3093	1865
كردينے	5423	6.00	1.1429	5760
ريكارڈز	5424	6.00	1.3248	8112
ششم	5425	6.00	1.0880	6242
جميكا	5426	6.00	1.6413	7237
انتہا	5427	6.00	1.5908	1943
سعي	5428	6.00	0.8571	4849
سنبھالا	5429	6.00	1.1429	2785
جنون	5430	6.00	1.5518	5156
وصف	5431	6.00	1.1780	5781
اباديات	5432	6.00	1.3401	5533
پيشگي	5433	6.00	1.3553	7878
احتساب	5434	6.00	1.1606	6910
تحريف	5435	6.00	1.0880	8752
چوہان	5436	6.00	1.1606	9853
البانوي	5437	6.00	1.3248	4503
رفت	5438	6.00	1.1780	4121
انقرہ	5439	6.00	1.5779	5614
متناسب	5440	6.00	1.1066	7152
ڈيزل	5441	6.00	1.3248	9330
حرارت	5442	6.00	1.4428	1069
نازك	5443	6.00	1.4286	3279
ابتدايے	5444	6.00	1.3093	8018
مراجعت	5445	6.00	1.2778	6630
ذخاير	5446	6.00	1.1780	2597
اغوش	5447	6.00	1.2454	7047
نثري	5448	6.00	1.0102	5528
بدھ	5449	6.00	1.3702	1893
علوي	5450	6.00	1.0880	5252
فرنچ	5451	6.00	1.3093	9649
بدلتا	5452	6.00	1.4846	7359
حد	5453	6.00	1.0498	451
حالي	5454	6.00	1.1952	3800
تاسيس	5455	6.00	1.0498	7880
اگر	5456	6.00	1.1952	153
مسٹر	5457	6.00	1.2617	5184
ثنايي	5458	6.00	1.2778	9551
منتظر	5459	6.00	1.7261	5595
كےعلاوہ	5460	6.00	1.0498	8868
ہوچكا	5461	6.00	1.2289	2661
رومانيا	5462	6.00	1.4846	7119
خواندگي	5463	6.00	1.5253	5730
عجز	5464	6.00	1.2289	9952
جايداد	5465	6.00	1.5119	7892
مصروف	5466	6.00	1.2122	1247
ساتھ	5467	6.00	1.1606	54
ديہي	5468	6.00	1.2936	4078
فرخ	5469	6.00	1.0102	9967
عدالتوں	5470	6.00	1.5518	4965
تركمانستان	5471	6.00	1.4142	5389
ايس	5472	6.00	1.4569	869
مقابل	5473	6.00	1.4286	3577
پہنا	5474	6.00	1.2778	6206
كارڈ	5475	6.00	1.2122	6864
جتنا	5476	6.00	1.1249	2352
ابھرتي	5477	6.00	1.2289	5886
ندرت	5478	6.00	1.1429	9440
كلكتے	5479	6.00	1.3093	9120
جار	5480	6.00	1.1066	6694
قديمي	5481	6.00	1.1780	7286
حس	5482	6.00	1.3702	4520
مہاجرين	5483	6.00	1.8183	2957
كہلايے	5484	6.00	1.0302	3435
درہ	5485	6.00	1.3702	3429
نمايندوں	5486	6.00	1.4846	6649
حليف	5487	6.00	1.1606	6819
ساحر	5488	6.00	1.3702	9606
تركيبي	5489	6.00	1.4286	7882
ترويج	5490	6.00	1.1780	3071
ماب	5491	6.00	1.2454	8389
عضلات	5492	6.00	1.2289	6723
ابھري	5493	6.00	1.1429	8020
منصب	5494	6.00	1.1066	2072
دلو	5495	6.00	1.2936	8548
پھيلا	5496	6.00	1.0498	1253
چنانچہ	5497	6.00	1.1606	634
اٹھاتے	5498	6.00	1.1249	3251
بلڈنگ	5499	6.00	1.4286	6551
ويلي	5500	6.00	1.1429	9202
اكادمي	5501	6.00	0.9897	4880
مشابہ	5502	6.00	1.0102	4338
اجماع	5503	6.00	1.3401	7042
كرنا	5504	6.00	1.1066	152
قريبي	5505	6.00	1.3702	1032
ہمارا	5506	6.00	1.3997	2239
دونوں	5507	6.00	1.1249	184
ڈرييور	5508	6.00	1.1952	7251
رليز	5509	6.00	0.9897	5739
پرنٹ	5510	6.00	0.9258	8996
عدم	5511	6.00	1.2617	1509
مختلف	5512	6.00	1.2454	128
ٹرمينل	5513	6.00	1.0102	9300
سٹاك	5514	6.00	1.3248	7606
بناليا	5515	6.00	1.1429	8046
مجارستان	5516	6.00	1.1780	9150
پلانٹ	5517	6.00	1.1952	7076
چھوڑا	5518	6.00	1.3248	3035
تيسرا	5519	6.00	1.0302	1142
چھوٹے	5520	6.00	1.5119	534
عرق	5521	6.00	1.4983	8368
اثرات	5522	6.00	1.3702	948
گيلري	5523	6.00	1.1780	7978
بازوں	5524	6.00	1.1249	6424
برفاني	5525	6.00	1.5779	3931
متحرك	5526	6.00	1.4983	1799
معتمد	5527	6.00	1.1606	7013
بروج	5528	6.00	1.2617	5798
بر	5529	6.00	1.2122	1303
بالي	5530	6.00	1.0690	2581
سياق	5531	6.00	1.0498	6030
اينٹوں	5532	6.00	1.3997	6791
مثلا	5533	6.00	1.3702	319
عددي	5534	6.00	1.1952	3912
چناب	5535	6.00	1.3093	5158
مركبات	5536	6.00	1.1429	4056
ٹھوس	5537	6.00	1.0690	2595
مير	5538	6.00	1.1429	1063
ولا	5539	6.00	1.1606	6293
اپر	5540	6.00	1.0302	5063
پہلو	5541	6.00	1.1429	1351
بدرجہ	5542	6.00	1.4142	9259
بھي	5543	6.00	1.1606	15
انكے	5544	6.00	1.0880	1122
بلكل	5545	6.00	1.2617	8045
عرض	5546	6.00	1.1606	1819
كيرولينا	5547	6.00	1.4569	4648
انطاكيہ	5548	6.00	1.1066	9246
انگلي	5549	6.00	1.0498	6541
دوا	5550	6.00	1.4846	2407
تقليد	5551	6.00	1.3702	3756
گويا	5552	6.00	1.1249	1156
بغور	5553	6.00	1.1429	7065
رخ	5554	6.00	1.1066	1044
انبوہ	5555	6.00	1.5386	7693
جول	5556	6.00	1.1952	6956
جتني	5557	6.00	1.1429	2378
جوق	5558	6.00	1.3401	8771
اعتقاد	5559	6.00	1.4142	6179
بسا	5560	6.00	1.1066	3750
خوان	5561	6.00	1.3093	9867
محدود	5562	6.00	1.0690	896
كروانے	5563	6.00	1.4142	4709
ايٹ	5564	6.00	1.1066	8036
بالا	5565	6.00	1.4846	883
فشاني	5566	6.00	1.4286	6609
اندازي	5567	6.00	0.9897	5212
برقناطيسيت	5568	6.00	1.1249	9509
فوري	5569	6.00	1.2778	2247
رويت	5570	6.00	1.2936	9900
مندرجہ	5571	6.00	1.0880	489
ابجد	5572	6.00	1.3702	3443
تعلقوں	5573	6.00	0.9689	9290
ارزو	5574	6.00	1.2617	5067
باڈي	5575	6.00	1.3702	9791
تبت	5576	6.00	1.4846	4784
بينڈ	5577	6.00	0.8806	7072
ميلے	5578	6.00	1.2617	7170
تب	5579	5.98	1.0593	1651
بتاتا	5580	5.98	1.3476	4776
اجزاء	5581	5.98	1.2856	2346
ملي	5582	5.98	1.1337	644
علاقايي	5583	5.98	1.2204	1376
بالعكس	5584	5.98	1.2696	7533
پانچويں	5585	5.98	1.1156	1880
عيني	5586	5.98	1.1516	8842
جارہا	5587	5.98	1.1516	1430
پھيلايي	5588	5.98	1.2534	8277
مان	5589	5.98	1.2534	2791
وجوہ	5590	5.98	1.2204	8213
بتاييں	5591	5.98	1.2204	7698
الاسكا	5592	5.98	1.2856	6916
احاطے	5593	5.98	1.1516	6171
صنف	5594	5.98	1.1156	3116
عاجز	5595	5.98	1.4776	9370
ڈيرہ	5596	5.98	1.3923	2678
مقيم	5597	5.98	1.4068	1562
كلب	5598	5.98	1.2534	3242
كلاب	5599	5.98	1.2036	8623
سونپا	5600	5.98	1.1516	9084
ابھر	5601	5.98	1.3923	5131
لساني	5602	5.98	1.2856	2688
مجددي	5603	5.98	1.5318	9425
وانا	5604	5.98	1.3923	7832
اجزا	5605	5.98	1.0593	5369
لگے	5606	5.98	1.0971	527
انكي	5607	5.98	1.2534	1166
جامہ	5608	5.98	1.1516	5814
اساني	5609	5.98	1.2696	1232
ناپنے	5610	5.98	1.0784	7315
تحليلي	5611	5.98	1.2534	9543
بكثرت	5612	5.98	1.5185	1863
پہنچايے	5613	5.98	0.9145	7873
مزاجي	5614	5.98	1.2696	6386
وزن	5615	5.98	1.3923	1538
كيسا	5616	5.98	1.1865	5108
اے	5617	5.98	1.4213	228
بچنے	5618	5.98	1.2036	3027
يوكرين	5619	5.98	1.2696	5284
راس	5620	5.98	1.2696	3306
ويل	5621	5.98	1.1865	6901
تن	5622	5.98	0.9366	3513
سرايے	5623	5.98	1.0784	5921
پتا	5624	5.98	1.2036	3352
بحوالہ	5625	5.98	1.3775	8724
تاجك	5626	5.98	1.3476	6092
ماسكو	5627	5.98	1.4637	3702
ريت	5628	5.98	1.1337	4123
كرسكتي	5629	5.98	1.0971	4539
بالاخر	5630	5.98	0.8687	1281
سونپ	5631	5.98	1.3775	6471
قلات	5632	5.98	1.3476	5503
ايما	5633	5.98	1.4497	7354
مشروط	5634	5.98	1.5050	4654
گھٹنے	5635	5.98	1.1692	8170
ہرا	5636	5.98	1.3626	6402
ضلعي	5637	5.98	1.1692	3095
فلسطينيوں	5638	5.98	1.2696	9099
شيوخ	5639	5.98	1.2534	8832
ايڈيشن	5640	5.98	0.9366	4105
جانبداري	5641	5.98	1.6841	7092
شمارندے	5642	5.98	1.3626	4699
ہوے	5643	5.98	1.4637	851
لعل	5644	5.98	1.0593	5674
لحمياتي	5645	5.98	0.9792	9689
مماثل	5646	5.98	1.1337	5431
بخارات	5647	5.98	1.2856	6314
امراء	5648	5.98	1.2534	4104
سامي	5649	5.98	0.8919	6124
جوار	5650	5.98	1.3323	6443
جھيل	5651	5.98	1.5583	969
كرسكيں	5652	5.98	1.1516	4911
صدام	5653	5.98	1.8570	6722
اسپين	5654	5.98	1.6474	2593
مطلوبہ	5655	5.98	1.1516	2642
ٹيم	5656	5.98	1.3323	1652
لغاري	5657	5.98	1.3476	7300
بصرہ	5658	5.98	1.0971	3393
چار	5659	5.98	1.0784	268
بيك	5660	5.98	1.5318	1905
رقص	5661	5.98	1.4776	4029
طاري	5662	5.98	1.0784	4427
پرستوں	5663	5.98	1.2696	5384
بنديوں	5664	5.98	1.4356	9802
بيجاپور	5665	5.98	1.4913	9519
كيل	5666	5.98	0.9366	9130
فصاحت	5667	5.98	1.1337	9382
دھونے	5668	5.98	1.3323	8550
مہاجر	5669	5.98	1.5185	4391
جڑ	5670	5.98	1.3323	3617
ٹينس	5671	5.98	1.6224	6012
ميل	5672	5.98	1.2370	544
عيال	5673	5.98	0.9998	9642
الفا	5674	5.98	1.0971	7343
پيچھا	5675	5.98	1.1516	5898
رول	5676	5.98	1.0398	4956
انہي	5677	5.98	0.8919	841
حلب	5678	5.98	1.2204	5238
دوچار	5679	5.98	1.2370	2828
مشتق	5680	5.98	1.0398	5354
بيٹھتے	5681	5.98	1.1692	6552
لكير	5682	5.98	1.0398	3375
ميداني	5683	5.98	1.3169	5053
ممبران	5684	5.98	1.2856	5123
صارفين	5685	5.98	1.0784	1487
اجسام	5686	5.98	1.2370	1914
ڈيٹا	5687	5.98	1.2856	4898
بھرنے	5688	5.98	0.9581	8257
اين	5689	5.98	1.0398	577
مويشي	5690	5.98	1.4913	5274
امويوں	5691	5.98	1.4637	8031
چارج	5692	5.98	0.9366	5727
پلوں	5693	5.98	1.4356	7553
باعث	5694	5.98	1.4356	325
تونس	5695	5.98	1.0593	6561
منعكس	5696	5.98	1.3323	7992
بول	5697	5.98	1.0398	2092
منشا	5698	5.98	1.0593	9716
حصے	5699	5.98	1.2370	395
معدے	5700	5.98	1.1337	7816
ولايه	5701	5.98	1.3169	4993
بمعہ	5702	5.98	1.2696	9800
ساحلي	5703	5.98	1.0971	1979
صوابي	5704	5.98	1.3013	9944
رہايي	5705	5.98	1.1337	3761
دارومدار	5706	5.98	1.3775	5826
مستي	5707	5.98	1.5713	8894
تفويض	5708	5.98	0.9792	5226
ليكچر	5709	5.98	1.5318	8638
پولينڈ	5710	5.98	1.3923	3103
كليدي	5711	5.98	1.5842	1775
لحاظ	5712	5.98	1.0593	353
فورا	5713	5.98	1.3923	1226
مرمت	5714	5.98	1.2204	5117
گرہ	5715	5.98	0.9792	7643
وسيط	5716	5.98	1.3169	7037
سبيل	5717	5.98	1.4637	5329
كھانوں	5718	5.98	1.1337	9123
نشاني	5719	5.98	1.4776	4664
كايہ	5720	5.98	1.2696	9665
مستند	5721	5.98	1.2370	2323
خليات	5722	5.98	1.3775	1882
ملتا	5723	5.98	1.1337	685
مدير	5724	5.98	1.3775	3439
ديا	5725	5.98	0.9145	46
سہي	5726	5.98	1.0398	5098
عملياتي	5727	5.98	1.3323	9959
گذرتا	5728	5.98	1.2036	5267
بتاتي	5729	5.98	1.0398	5213
كيميا	5730	5.98	1.3013	4197
راغب	5731	5.98	1.3013	4793
يارك	5732	5.98	1.2370	3673
نسخوں	5733	5.98	1.3476	9181
جلسہ	5734	5.98	1.4213	5552
محوري	5735	5.98	1.1516	6880
انفرادي	5736	5.98	1.3775	2402
پندرھويں	5737	5.98	1.0200	8495
فلاں	5738	5.98	1.0971	5848
سرعت	5739	5.98	0.8687	559
بنتے	5740	5.98	1.1865	2133
نيلسن	5741	5.98	1.5451	7824
يہي	5742	5.98	1.3626	311
ڈراموں	5743	5.98	1.3013	3802
اطلاعاتي	5744	5.98	1.1516	7844
ھوتا	5745	5.98	0.9998	8423
تفكر	5746	5.98	1.5713	9006
اسباب	5747	5.98	1.3923	2166
ہوسكے	5748	5.98	1.1692	3387
لامتناہي	5749	5.98	1.1516	6150
طرزياتي	5750	5.98	1.3476	5931
اقتصاديات	5751	5.98	1.3923	4101
وكيپيڈيا	5752	5.98	1.6597	1457
دوپہر	5753	5.98	1.2036	5022
حيان	5754	5.98	1.1692	9578
اخذ	5755	5.98	1.0971	1604
كروانا	5756	5.98	1.3476	7450
ٹرانس	5757	5.98	1.3923	8761
بطن	5758	5.98	1.1156	4163
صفر	5759	5.98	1.3323	1581
سطر	5760	5.98	1.1156	5096
ابھرتا	5761	5.98	1.2696	9208
حيوانيات	5762	5.98	1.7669	9579
لكھے	5763	5.98	1.0593	959
ران	5764	5.98	1.0398	7922
شخص	5765	5.98	1.4913	408
سراغ	5766	5.98	1.3476	5743
نچوڑ	5767	5.98	1.1516	9180
پيشتر	5768	5.98	0.9998	5086
زون	5769	5.98	0.7690	9605
گياہے	5770	5.98	1.3169	7977
وارد	5771	5.98	1.1156	3785
سمجھايا	5772	5.98	1.2036	8346
اندرون	5773	5.98	1.2036	3675
ژوب	5774	5.98	1.1516	7931
افريقہ	5775	5.98	1.7899	562
بسيں	5776	5.98	1.2534	7215
انيسويں	5777	5.98	0.9998	2203
ہمداني	5778	5.98	1.2856	9735
اسايش	5779	5.98	1.3169	8951
اسكي	5780	5.98	1.3013	509
لكھاري	5781	5.98	1.2370	7802
اكٹھا	5782	5.98	1.0971	3319
پندرہ	5783	5.98	1.2696	1803
خلايق	5784	5.98	1.0971	9320
مقابلے	5785	5.98	1.3775	700
قسميں	5786	5.98	1.5185	4647
بتانا	5787	5.98	1.2036	6311
سنجيدگي	5788	5.98	1.4637	6029
پہنے	5789	5.98	1.2534	6682
اڑنے	5790	5.98	1.0398	7333
پور	5791	5.98	1.1692	718
ماني	5792	5.98	1.2534	3953
نسبتي	5793	5.98	0.8919	8678
مطلق	5794	5.98	1.2856	3276
دہلوي	5795	5.98	1.2370	3659
كاربن	5796	5.98	1.2370	3532
ہسپانيہ	5797	5.98	1.5318	3100
لادن	5798	5.98	1.5713	6267
لايحہ	5799	5.98	0.9581	7298
ارتھر	5800	5.98	1.3476	5889
بدلنا	5801	5.98	1.4776	9795
ظرافت	5802	5.98	1.4213	9950
بجا	5803	5.96	1.2115	2582
صغير	5804	5.96	1.4422	3606
انقلابيوں	5805	5.96	1.1058	9487
بتدريج	5806	5.96	1.1599	5376
حالتوں	5807	5.96	1.4422	5905
اجزايے	5808	5.96	1.0490	9459
القاعدہ	5809	5.96	1.9791	5291
محقق	5810	5.96	1.1773	2689
محي	5811	5.96	1.2115	5115
پہنچتے	5812	5.96	1.6283	4278
يورپيوں	5813	5.96	1.4563	6656
وكي	5814	5.96	1.5248	3124
برادري	5815	5.96	1.5644	3129
بلتستان	5816	5.96	1.2610	3292
برينٹ	5817	5.96	1.5381	7701
براون	5818	5.96	1.2771	7210
جڑے	5819	5.96	1.4136	6214
بكھرے	5820	5.96	1.4702	7863
سيكڑوں	5821	5.96	0.9467	9085
مشتري	5822	5.96	1.2447	6631
اعشاري	5823	5.96	1.2930	8705
كنگ	5824	5.96	1.5113	4436
كثافت	5825	5.96	1.3547	2372
كتنے	5826	5.96	1.0490	3165
وراثي	5827	5.96	1.2115	5056
وه	5828	5.96	1.1599	9201
علميہ	5829	5.96	1.8178	9958
ترميز	5830	5.96	1.1241	3424
اشكار	5831	5.96	1.6031	7523
اسٹاك	5832	5.96	1.2610	9754
منتظمين	5833	5.96	1.4841	4058
حليہ	5834	5.96	0.9681	9574
قصبوں	5835	5.96	1.2610	6374
گزرتي	5836	5.96	1.3087	3815
مجلسي	5837	5.96	1.6898	7809
بہي	5838	5.96	0.9026	9267
مطلب	5839	5.96	1.3087	502
سويے	5840	5.96	1.0490	7268
انتباہ	5841	5.96	1.2610	5613
ليبيا	5842	5.96	1.6655	2895
جب	5843	5.96	0.9681	83
صومالي	5844	5.96	1.3395	6245
انتوں	5845	5.96	1.2447	9244
اتھارٹي	5846	5.96	1.3547	6408
دكھانا	5847	5.96	1.1773	8547
مطلوب	5848	5.96	1.2610	4143
لايے	5849	5.96	1.1945	1411
گرام	5850	5.96	1.1773	3669
سياسي	5851	5.96	1.2115	303
جما	5852	5.96	1.0093	6953
پہنچاتا	5853	5.96	1.3547	8273
اہنگي	5854	5.96	1.1773	4928
جام	5855	5.96	1.3696	3296
ماس	5856	5.96	1.1421	7982
پھيپھڑوں	5857	5.96	1.2771	7375
بجانے	5858	5.96	1.2447	8039
ميراث	5859	5.96	1.4563	6888
مدعا	5860	5.96	1.0683	7812
ذيل	5861	5.96	1.1421	179
ديجيے	5862	5.96	1.1599	5476
امواج	5863	5.96	1.2610	9242
بار	5864	5.96	1.0872	281
جسكا	5865	5.96	0.8797	1461
پذيري	5866	5.96	1.3242	9809
ديكر	5867	5.96	1.3547	6827
سايے	5868	5.96	0.9467	5642
ڈان	5869	5.96	1.4280	5479
منت	5870	5.96	1.6031	4764
احمدي	5871	5.96	1.4702	8436
جونيجو	5872	5.96	1.4422	7578
وژن	5873	5.96	1.4841	3316
حرفت	5874	5.96	1.1421	8779
متناظر	5875	5.96	1.0490	8886
دكن	5876	5.96	1.0683	2230
بلغاريہ	5877	5.96	1.2930	3591
دايرے	5878	5.96	1.2115	3622
ثالث	5879	5.96	1.0490	4518
معاونت	5880	5.96	1.3696	3169
معاہدوں	5881	5.96	1.2282	5770
علمايے	5882	5.96	1.4978	2786
ہسپانوي	5883	5.96	1.3991	1849
اٹھے	5884	5.96	1.1241	4268
قابو	5885	5.96	1.1241	2126
روكنا	5886	5.96	1.5774	6122
بعدازاں	5887	5.96	1.2282	7063
ميمن	5888	5.96	1.1945	8671
ٹانگيں	5889	5.96	1.4702	8290
ناگپور	5890	5.96	1.2610	9723
پركار	5891	5.96	1.2115	8057
فروشي	5892	5.96	1.2282	9968
چارٹر	5893	5.96	1.4563	7730
كےليے	5894	5.96	1.2115	3269
كروشيا	5895	5.96	1.5248	5179
فلكي	5896	5.96	1.3845	4970
نازي	5897	5.96	0.9889	4442
شش	5898	5.96	1.2115	9361
بيچ	5899	5.96	1.2447	2495
كيونكہ	5900	5.96	1.0683	216
ماركسي	5901	5.96	1.4136	8641
مربع	5902	5.96	1.1421	388
شايد	5903	5.96	1.4136	1037
لحميات	5904	5.96	1.0683	5045
طراز	5905	5.96	1.0490	4748
خواہاں	5906	5.96	1.1773	8090
اثنا	5907	5.96	1.5381	6410
پرواہ	5908	5.96	1.2282	7222
افغاني	5909	5.96	1.3845	6535
تھري	5910	5.96	1.1599	7721
طاق	5911	5.96	1.1599	5338
وابستگي	5912	5.96	1.1599	4099
پندرہويں	5913	5.96	0.9249	6205
ہلكے	5914	5.96	1.3395	4498
مولف	5915	5.96	1.3242	4920
بلحاظ	5916	5.96	1.3087	272
برقياتي	5917	5.96	1.1599	5706
مذاق	5918	5.96	1.7257	4865
دلي	5919	5.96	1.5381	2355
اپكي	5920	5.96	1.1599	6527
فعاليت	5921	5.96	1.0294	8849
صيغہ	5922	5.96	1.1058	7274
سراييكي	5923	5.96	1.3395	4739
كھولے	5924	5.96	1.2610	6259
دہرا	5925	5.96	1.3395	8099
نوابي	5926	5.96	1.1945	8209
معافي	5927	5.96	1.5774	3475
بالترتيب	5928	5.96	1.1241	3391
سراسر	5929	5.96	1.1058	6837
بيان	5930	5.96	1.4422	273
كيميايي	5931	5.96	1.3242	1480
گھومتي	5932	5.96	1.3087	6379
تبدل	5933	5.96	1.0872	9541
مقامي	5934	5.96	1.1241	576
ہوسكتے	5935	5.96	0.8320	3386
نفاذ	5936	5.96	1.0872	2796
ميرے	5937	5.96	1.1773	987
ذرہ	5938	5.96	1.3845	3400
مدھم	5939	5.96	1.3242	7988
نميبيا	5940	5.96	1.1421	9186
گوشے	5941	5.96	1.1773	6625
موافق	5942	5.96	1.4841	5970
زادہ	5943	5.96	1.2930	6585
كينيا	5944	5.96	1.1773	4974
سترہ	5945	5.96	1.1058	2994
ديكھتے	5946	5.96	1.2115	1343
كانگرس	5947	5.96	1.7375	5505
خيز	5948	5.96	1.4422	2768
مقالے	5949	5.96	1.2447	3742
باگ	5950	5.96	1.3845	6085
ڈال	5951	5.96	1.0093	1040
سنسني	5952	5.96	1.3087	9619
مشيني	5953	5.96	1.5113	9158
چن	5954	5.96	0.8797	3107
كنگز	5955	5.96	1.4702	9986
عوامل	5956	5.96	1.2282	3136
باسكٹ	5957	5.96	1.2771	8244
بڑھا	5958	5.96	1.5381	2074
مہر	5959	5.96	1.1773	2714
ہنگري	5960	5.96	1.3395	3708
اچكا	5961	5.96	1.3087	7838
ارضي	5962	5.96	1.3087	5534
املاك	5963	5.96	1.5248	7348
وزيرستان	5964	5.96	1.5381	4500
مسلك	5965	5.96	1.2771	3642
جسارت	5966	5.96	1.2930	9018
ھيں	5967	5.96	0.9249	3442
ادخال	5968	5.96	1.1241	6069
چونكہ	5969	5.96	0.9889	423
عوض	5970	5.96	1.0683	4296
رجحانات	5971	5.96	1.3696	4899
طاس	5972	5.96	1.2282	5494
الادويہ	5973	5.96	1.2115	9230
نشاۃ	5974	5.96	1.3242	7317
بيضوي	5975	5.96	1.1599	8992
بڑھايا	5976	5.96	1.5513	4071
زمرہ	5977	5.96	1.3242	1208
سوشلزم	5978	5.96	1.2930	9927
كل	5979	5.96	1.2447	209
گول	5980	5.96	1.2447	2712
گلوبل	5981	5.96	1.0490	9405
عجيب	5982	5.96	1.2930	2457
دلايا	5983	5.96	1.2610	4632
حالتيں	5984	5.96	1.2771	9856
عرف	5985	5.96	1.3087	2995
چوتھي	5986	5.96	1.2771	1986
برونايي	5987	5.96	1.6031	6197
بانو	5988	5.96	1.3087	7356
مكاں	5989	5.96	1.2771	7312
سا	5990	5.96	1.2282	882
بياں	5991	5.96	1.2115	5012
ارايش	5992	5.96	1.3395	4771
وكٹوريا	5993	5.96	1.3696	6404
لاگو	5994	5.96	1.3547	2913
زيادہ	5995	5.96	1.3087	60
ضمني	5996	5.96	1.4563	6477
تہواروں	5997	5.96	1.6532	8506
كمار	5998	5.96	1.3395	4086
