Concepts,Anger,Disgust,Joy,Sad,Surprise ,Fear
leave,0,0,0,1,0,0
go_home,0,0,1,0,0,0
want_know,0,0,1,0,0,0
visit_friend,0,0,1,0,0,0
learn_world,0,0,1,0,0,0
move_around,0,0,1,0,0,0
wave_hello,0,0,1,0,0,0
take_bus,0,0,1,0,0,0
make_reservation,0,0,1,0,0,0
decide_want_go,0,0,1,0,0,0
car_home,0,0,1,0,0,0
arrival,0,0,1,0,0,0
return_home,0,0,1,0,0,0
live_life,0,0,1,0,0,0
choose_destination,0,0,1,0,0,0
make_arrangement,0,0,1,0,0,0
explore,0,0,1,0,0,0
pack_clothe,0,0,1,0,0,0
go_place,0,0,1,0,0,0
see_new_place,0,0,1,0,0,0
pack,0,0,1,0,0,0
see_world,0,0,1,0,0,0
adventure,0,0,1,0,0,0
buy_souvenir,0,0,1,0,0,0
vacation,0,0,1,0,0,0
flat_tire,0,0,0,1,0,0
ride_airplane,0,0,1,0,0,0
go_abroad,0,0,1,0,0,0
careful,0,0,1,0,0,0
ship_home,0,0,1,0,0,0
dangerous,0,0,0,0,0,1
gasoline,0,0,1,0,0,0
learn,0,0,1,0,0,0
see_different,0,0,1,0,0,0
experience_different_culture,0,0,1,0,0,0
go_airport,0,0,1,0,0,0
visit_parent,0,0,1,0,0,0
leave_home,0,0,0,1,0,0
go_back_home,0,0,1,0,0,0
plan,0,0,1,0,0,0
pack_bag,0,0,1,0,0,0
remember,0,0,1,0,0,0
come_back_home,0,0,1,0,0,0
better_life,0,0,1,0,0,0
wrong,0,0,0,1,0,0
incorrect,0,0,0,1,0,0
right,0,0,1,0,0,0
hard_define,0,0,0,1,0,0
know,0,0,1,0,0,0
morality,0,0,1,0,0,0
tulip,0,0,1,0,0,0
pink,0,0,1,0,0,0
elegant,0,0,1,0,0,0
animal_skin,0,0,0,1,0,0
needle,0,0,0,0,0,1
christmas_tree,0,0,1,0,0,0
stop_smoke,0,0,1,0,0,0
adjective,0,0,1,0,0,0
shape,0,0,1,0,0,0
after_exercise,0,0,1,0,0,0
person_be,0,0,1,0,0,0
look_good,0,0,1,0,0,0
attractive,0,0,1,0,0,0
feel_good,0,0,1,0,0,0
very,0,0,1,0,0,0
practice,0,0,1,0,0,0
eat_well,0,0,1,0,0,0
physical_condition,0,0,1,0,0,0
condition,0,0,1,0,0,0
wellness,0,0,1,0,0,0
clothe,0,0,1,0,0,0
health,0,0,1,0,0,0
adapt,0,0,1,0,0,0
juggle,0,0,0,0,1,0
compliment,0,0,1,0,0,0
active,0,0,1,0,0,0
healthy,0,0,1,0,0,0
body_type,0,0,1,0,0,0
seizure,1,0,0,0,0,0
feel_better,0,0,1,0,0,0
size,0,0,1,0,0,0
bite,1,0,0,0,0,0
push_up,0,0,1,0,0,0
lot,0,0,1,0,0,0
show_off,0,0,1,0,0,0
good_health,0,0,1,0,0,0
run_fast,0,0,1,0,0,0
impress_other_person,0,0,1,0,0,0
trim,0,0,1,0,0,0
look_better,0,0,1,0,0,0
feel_good_yourself,0,0,1,0,0,0
muscular,0,0,1,0,0,0
physical,0,0,1,0,0,0
doctor,0,0,0,1,0,0
belong,0,0,1,0,0,0
able,0,0,1,0,0,0
eat_right,0,0,1,0,0,0
clothe_style,0,0,1,0,0,0
overweight,0,0,0,1,0,0
lay,0,0,1,0,0,0
well,0,0,1,0,0,0
feel_satisfy,0,0,1,0,0,0
live_long_healthy_life,0,0,1,0,0,0
post_note,0,0,1,0,0,0
reminder,0,0,1,0,0,0
lick,0,1,0,0,0,0
make_right,0,0,1,0,0,0
process,0,0,1,0,0,0
set,0,0,1,0,0,0
screw,0,0,1,0,0,0
put_together,0,0,1,0,0,0
mend,0,0,1,0,0,0
stable,0,0,1,0,0,0
correct,0,0,1,0,0,0
make_better,0,0,1,0,0,0
repair_shop,0,0,1,0,0,0
join,0,0,1,0,0,0
prepare,0,0,1,0,0,0
solution,0,0,1,0,0,0
solve,0,0,1,0,0,0
mechanic,0,0,1,0,0,0
act,0,0,1,0,0,0
problem,0,0,0,0,0,1
fig,0,0,1,0,0,0
corridor,0,0,1,0,0,0
passage,0,0,1,0,0,0
disconnection,0,0,0,1,0,0
connect,0,0,1,0,0,0
unplug,0,0,1,0,0,0
halt,0,0,1,0,0,0
watch_sport,0,0,1,0,0,0
waste_time,0,0,0,1,0,0
play_pool,0,0,1,0,0,0
money_spend,0,0,1,0,0,0
pray,0,0,1,0,0,0
order_beer,0,0,1,0,0,0
get_waste,0,0,0,1,0,0
free_sex,0,0,0,0,0,1
lucky,0,0,1,0,0,0
fall,0,0,0,1,0,0
bar,0,0,1,0,0,0
loser,0,0,0,1,0,0
preach,0,0,1,0,0,0
absolutely,0,0,1,0,0,0
sex,0,0,1,0,0,0
kill_yourself,0,0,0,1,0,0
network,0,0,1,0,0,0
person_nothing_better,0,0,1,0,0,0
make_friend,0,0,1,0,0,0
wait,0,0,0,1,0,0
drunk,0,0,0,1,0,0
play_card,0,0,1,0,0,0
headache,0,0,0,1,0,0
life,0,0,1,0,0,0
else,0,0,1,0,0,0
sad_person,0,0,0,1,0,0
woman_breast,0,0,1,0,0,0
ride,0,0,1,0,0,0
cash,0,0,1,0,0,0
nice_person,0,0,1,0,0,0
get_lay,0,0,0,1,0,0
other_person,0,0,1,0,0,0
hangover,0,1,0,0,0,0
drunk_drive,0,1,0,0,0,0
meet_other_person,0,0,1,0,0,0
order_drink,0,0,1,0,0,0
find_interest,0,0,1,0,0,0
become_drunk,0,1,0,0,0,0
pick_up_woman,0,1,0,0,0,0
old_child,0,0,1,0,0,0
prepare_supper,0,0,1,0,0,0
tell_time,0,0,1,0,0,0
shoulder_responsibility,0,0,1,0,0,0
tie_shoelace,0,0,0,1,0,0
dress_themselves,0,0,1,0,0,0
burial,0,0,0,1,0,0
ceremony,0,0,1,0,0,0
death,0,0,0,1,0,0
funeral,0,0,0,1,0,0
cemetery,0,0,0,0,0,1
dead,0,0,0,1,0,0
dead_body,0,0,0,1,0,0
underground,0,0,0,0,0,1
bury,0,0,0,1,0,0
grave,0,0,0,1,0,0
ground,0,0,1,0,0,0
magnify_glass,0,0,1,0,0,0
see_far_away,0,0,1,0,0,0
great_invention,0,0,1,0,0,0
see_star,0,0,1,0,0,0
pilot_airplane,0,0,1,0,0,0
smirk,0,0,1,0,0,0
rude,1,0,0,0,0,0
lie_brick,0,0,1,0,0,0
tradesman,0,0,1,0,0,0
build_home,0,0,1,0,0,0
fat,0,0,0,1,0,0
see_through,0,0,1,0,0,0
estimate,0,0,1,0,0,0
how_much,0,0,1,0,0,0
guess,0,0,0,0,1,0
educate_guess,0,0,0,0,1,0
probability,0,0,0,0,1,0
evaluate,0,0,1,0,0,0
eskimo,0,0,1,0,0,0
liquid_gas,0,0,0,0,0,1
swim_pool,0,0,1,0,0,0
poisonous,0,0,0,0,0,1
pool,0,0,1,0,0,0
sort_clothe,0,0,1,0,0,0
clothe_clean,0,0,1,0,0,0
leave_house,0,0,0,1,0,0
spend_money,0,0,1,0,0,0
clean_clothe,0,0,1,0,0,0
dirty_clothe,0,1,0,0,0,0
cleanliness,0,0,1,0,0,0
meet_girl,0,0,1,0,0,0
dry,0,0,1,0,0,0
laundry,0,0,1,0,0,0
clothe_dirty,0,1,0,0,0,0
fart,0,1,0,0,0,0
boredom,0,0,0,1,0,0
dry_clothe,0,0,1,0,0,0
clean,0,0,1,0,0,0
quarter,0,0,1,0,0,0
meet_woman,0,0,1,0,0,0
dirty_laundry,0,1,0,0,0,0
long_island,0,0,1,0,0,0
luggage_compartment,0,0,1,0,0,0
handle,0,0,1,0,0,0
store_item,0,0,1,0,0,0
old_fashion,0,0,0,1,0,0
carry_object,0,0,1,0,0,0
carry,0,0,1,0,0,0
carry_clothe,0,0,1,0,0,0
carry_book,0,0,1,0,0,0
carry_item,0,0,1,0,0,0
tartar_control_toothpaste,0,0,1,0,0,0
medicine_cabinet,0,0,1,0,0,0
wal-mart,0,0,1,0,0,0
go_movie_theatre,0,0,1,0,0,0
smile,0,0,1,0,0,0
military,0,0,0,0,0,1
server,0,0,1,0,0,0
starve,0,0,0,1,0,0
order_pizza,0,0,1,0,0,0
master,0,0,1,0,0,0
control,0,0,1,0,0,0
pro,0,0,1,0,0,0
authority,0,0,1,0,0,0
owner,0,0,1,0,0,0
power,0,0,1,0,0,0
expert,0,0,1,0,0,0
guru,0,0,1,0,0,0
winner,0,0,1,0,0,0
lord,0,0,1,0,0,0
apprentice,0,0,1,0,0,0
leader,0,0,1,0,0,0
achieve,0,0,1,0,0,0
slave,0,0,0,1,0,0
slave_owner,0,1,0,0,0,0
boss,0,0,1,0,0,0
rank,0,0,1,0,0,0
teacher,0,0,1,0,0,0
scholar,0,0,1,0,0,0
slavery,0,0,0,1,0,0
genesis,0,0,1,0,0,0
power_screwdriver,0,0,1,0,0,0
home_improvement,0,0,1,0,0,0
hardware_store,0,0,1,0,0,0
make_hole,0,0,1,0,0,0
butt,0,1,0,0,0,0
lazy,0,1,0,0,0,0
busy,0,0,1,0,0,0
sit_around,0,1,0,0,0,0
feeling,0,0,1,0,0,0
not,0,0,0,1,0,0
important_human,0,0,1,0,0,0
not_fact,0,0,0,1,0,0
assertiveness,0,0,1,0,0,0
trait,0,0,1,0,0,0
self-confidence,0,0,1,0,0,0
behavior,0,0,1,0,0,0
crowd_cheer,0,0,1,0,0,0
win,0,0,1,0,0,0
team_win,0,0,1,0,0,0
know_how_play_baseball,0,0,1,0,0,0
babe_ruth,0,0,1,0,0,0
hero,0,0,1,0,0,0
skill,0,0,1,0,0,0
swing_bat,0,0,1,0,0,0
run_basis,0,0,1,0,0,0
error,0,0,0,1,0,0
play_baseball_game,0,0,1,0,0,0
point,0,0,1,0,0,0
person_cheer,0,0,1,0,0,0
win_baseball_game,0,0,1,0,0,0
person_run,0,0,1,0,0,0
score_point,0,0,1,0,0,0
personal_satisfaction,0,0,1,0,0,0
start_run,0,0,1,0,0,0
team_win_game,0,0,1,0,0,0
sexy,0,0,1,0,0,0
celebrate,0,0,1,0,0,0
extreme_elation,0,0,1,0,0,0
success,0,0,1,0,0,0
slide,0,0,1,0,0,0
batter,0,0,0,1,0,0
go_another_place_same_city_cheaply,0,0,1,0,0,0
ride_bus,0,0,1,0,0,0
plus,0,0,1,0,0,0
cremate,0,0,0,1,0,0
tell_joke,0,0,1,0,0,0
urinate,0,1,0,0,0,0
go_bathroom,0,0,1,0,0,0
feel_relief,0,0,1,0,0,0
need_pee,0,0,1,0,0,0
mess_clean_up,0,0,1,0,0,0
close_door,0,0,1,0,0,0
find_restroom,0,0,1,0,0,0
full_bladder,0,0,1,0,0,0
pull_down_pant,0,1,0,0,0,0
drink_lot_water,0,0,1,0,0,0
sit,0,0,1,0,0,0
dick,0,1,0,0,0,0
find_toilet,0,0,1,0,0,0
go_toilet,0,0,1,0,0,0
arrest,0,0,0,0,0,1
splash,0,0,1,0,0,0
pee,0,1,0,0,0,0
empty_bladder,0,1,0,0,0,0
wet_pant,0,1,0,0,0,0
burn,0,0,0,1,0,0
fluid,0,0,1,0,0,0
private_place,0,0,1,0,0,0
liquid,0,0,1,0,0,0
pressure,0,0,0,1,0,0
feel_relieve,0,0,1,0,0,0
aim,0,0,1,0,0,0
drink_much_beer,0,1,0,0,0,0
everyone,0,0,1,0,0,0
relief,0,0,1,0,0,0
avoid_accident,0,0,1,0,0,0
unzip_pant,0,1,0,0,0,0
dozen,0,0,1,0,0,0
count,0,0,1,0,0,0
fish_market,0,0,1,0,0,0
patient_person,0,0,1,0,0,0
suffer_fool,0,0,0,1,0,0
much,0,0,1,0,0,0
not_understand,0,0,0,1,0,0
say_excuse,0,0,1,0,0,0
sense,0,0,1,0,0,0
near_nose,0,0,1,0,0,0
skin,0,0,1,0,0,0
open,0,0,1,0,0,0
suck,0,1,0,0,0,0
verbal_communication,0,0,1,0,0,0
breath,0,0,1,0,0,0
body_organ,0,0,1,0,0,0
big,0,0,1,0,0,0
facial_organ,0,0,1,0,0,0
frown,0,0,0,1,0,0
belch,0,1,0,0,0,0
survival,0,0,1,0,0,0
fuck,0,1,0,0,0,0
yell,0,0,1,0,0,0
kiss,0,0,1,0,0,0
foot,0,0,1,0,0,0
orifice,0,0,1,0,0,0
organ,0,0,1,0,0,0
tooth,0,0,1,0,0,0
where_person,0,0,0,0,1,0
mastication,0,0,1,0,0,0
facial_feature,0,0,1,0,0,0
record_song,0,0,1,0,0,0
become_famous,0,0,1,0,0,0
male_female,0,0,1,0,0,0
clear_throat,0,0,1,0,0,0
soprano,0,0,1,0,0,0
sore_throat,0,0,0,1,0,0
create_music,0,0,1,0,0,0
use_microphone,0,0,1,0,0,0
vocal,0,0,1,0,0,0
scream,1,0,0,0,0,0
help,0,0,0,0,0,1
scary_movie,0,0,0,0,0,1
release_energy,0,0,1,0,0,0
speech,0,0,1,0,0,0
movie_title,0,0,1,0,0,0
human_noise,0,1,0,0,0,0
make_loud_noise,0,1,0,0,0,0
loud_cry,0,0,0,0,0,1
horror_movie,0,0,0,0,0,1
shriek,0,0,0,0,0,1
loud_shout,1,0,0,0,0,0
much_exercise,0,0,0,1,0,0
maintain_good_health,0,0,1,0,0,0
rest,0,0,1,0,0,0
ulcer,0,0,0,1,0,0
ailment,0,0,0,1,0,0
sore_stomach,0,0,0,1,0,0
stomach_pain,0,0,0,1,0,0
painful,0,0,0,1,0,0
letter,0,0,1,0,0,0
rick,0,0,0,1,0,0
man_name,0,0,1,0,0,0
heap,0,0,1,0,0,0
nickname,0,0,1,0,0,0
roll,0,0,1,0,0,0
status,0,0,1,0,0,0
lot_money,0,0,1,0,0,0
sleepy,0,1,0,0,0,0
much_money,0,0,1,0,0,0
wealth,0,0,1,0,0,0
tire,0,0,0,1,0,0
social_class,0,0,1,0,0,0
high_class,0,0,1,0,0,0
wealthy_person,0,0,1,0,0,0
social_status,0,0,1,0,0,0
immoral,0,0,0,1,0,0
own_lot,0,0,1,0,0,0
wealthy,0,0,1,0,0,0
amount_money,0,0,1,0,0,0
fortune,0,0,1,0,0,0
invest,0,0,1,0,0,0
not_work,0,1,0,0,0,0
high_calorie,0,0,0,1,0,0
lose,0,0,0,1,0,0
maggot,0,1,0,0,0,0
foodstuff,0,0,1,0,0,0
asian,0,0,1,0,0,0
cheap_food,0,0,1,0,0,0
cook_before_eaten,0,0,1,0,0,0
yummy,0,0,1,0,0,0
wed,0,0,1,0,0,0
white_color,0,0,1,0,0,0
eatable,0,0,1,0,0,0
brown,0,0,0,1,0,0
wedding,0,0,1,0,0,0
common,0,0,1,0,0,0
small,0,0,0,1,0,0
kernel,0,0,1,0,0,0
japanese,0,0,1,0,0,0
opaque,0,0,1,0,0,0
wheat,0,0,1,0,0,0
cereal_crop,0,0,1,0,0,0
friend_wed,0,0,1,0,0,0
food_grain,0,0,1,0,0,0
steam,1,0,0,0,0,0
staple,0,0,1,0,0,0
crop,0,0,1,0,0,0
ant,0,1,0,0,0,0
flavour,0,0,1,0,0,0
edible,0,0,0,0,0,0
plain,0,0,0,1,0,0
carbohydrate,0,0,1,0,0,0
seed,0,0,1,0,0,0
tasty,0,0,1,0,0,0
same,0,0,0,0,0,0
grain,0,0,1,0,0,0
grown_food,0,0,1,0,0,0
vietnam,0,0,0,1,0,0
food_item,0,0,1,0,0,0
shop,0,0,1,0,0,0
hold_object,0,0,1,0,0,0
carry_grocery,0,0,1,0,0,0
airport,0,0,1,0,0,0
stuff,0,0,1,0,0,0
put_stuff,0,0,1,0,0,0
hold,0,0,1,0,0,0
pretzel,0,0,1,0,0,0
hockey_game,0,0,1,0,0,0
sew,0,0,1,0,0,0
square,0,0,1,0,0,0
section,0,0,1,0,0,0
cover,0,0,1,0,0,0
improvement,0,0,1,0,0,0
clothe_repair,0,0,1,0,0,0
colorful,0,0,1,0,0,0
discipline,0,0,1,0,0,0
punish_child,0,0,0,1,0,0
parent,0,0,1,0,0,0
spank,0,1,0,0,0,0
teach,0,0,1,0,0,0
punishment,0,0,0,1,0,0
extend,0,0,1,0,0,0
continue,0,0,1,0,0,0
elongation,0,0,1,0,0,0
long,0,0,1,0,0,0
reach_out,0,0,1,0,0,0
far,0,0,0,1,0,0
exit,0,0,0,1,0,0
expansion,0,0,1,0,0,0
elongate,0,0,1,0,0,0
make_big,0,0,1,0,0,0
reach,0,0,1,0,0,0
beyond,0,0,1,0,0,0
stretch_out,0,0,1,0,0,0
grow_long,0,0,1,0,0,0
concept,0,0,1,0,0,0
god_creation,0,0,1,0,0,0
hard,0,0,0,1,0,0
vary,0,0,0,0,1,0
live_environment,0,0,1,0,0,0
violent,1,0,0,0,0,0
outdoor,0,0,1,0,0,0
divine,0,0,1,0,0,0
animal_plant,0,0,1,0,0,0
powerful_man,0,0,1,0,0,0
artificial,0,0,0,1,0,0
environment,0,0,1,0,0,0
peaceful,0,0,1,0,0,0
lovely,0,0,1,0,0,0
around,0,0,1,0,0,0
mother_father,0,0,1,0,0,0
peaceful_relax,0,0,1,0,0,0
destructive,1,0,0,0,0,0
itself,0,0,1,0,0,0
surround,0,0,1,0,0,0
unpredictable,0,0,0,0,1,0
important,0,0,1,0,0,0
green,0,0,1,0,0,0
everywhere,0,0,1,0,0,0
customer_service,0,0,1,0,0,0
organization,0,0,1,0,0,0
wallet,0,0,1,0,0,0
convenience,0,0,1,0,0,0
cut,0,0,0,1,0,0
shorten_hair,0,0,1,0,0,0
scratch,0,0,0,1,0,0
scrape,0,0,0,1,0,0
hack,0,0,0,1,0,0
copy,0,0,1,0,0,0
sharp_hurt,0,0,0,1,0,0
maim,0,1,0,0,0,0
take,0,0,1,0,0,0
division,0,0,0,1,0,0
break,0,0,0,1,0,0
abrasion,0,0,0,1,0,0
computer_term,0,0,1,0,0,0
slice_meat,0,0,1,0,0,0
hair,0,0,1,0,0,0
hurt_yourself,0,0,0,1,0,0
trim_hair,0,0,1,0,0,0
slash,0,0,0,1,0,0
knife,0,0,0,0,0,1
graze,0,0,1,0,0,0
separation,0,0,0,1,0,0
paste,0,0,1,0,0,0
bleed,0,0,0,1,0,0
violence,1,0,0,0,0,0
motion,0,0,1,0,0,0
hurt_person,0,1,0,0,0,0
copy_paste,0,0,0,1,0,0
bloody,0,1,0,0,0,0
done,0,0,1,0,0,0
tear_apart,0,1,0,0,0,0
painful_injury,0,0,0,1,0,0
use_scissor,0,0,1,0,0,0
injury,0,0,0,1,0,0
tell,0,0,1,0,0,0
lacerate,0,0,0,1,0,0
hurt,0,0,0,1,0,0
draw_blood,0,0,0,1,0,0
wound,0,0,0,1,0,0
laser,0,0,1,0,0,0
open_wind,0,0,1,0,0,0
slit,0,0,0,1,0,0
scar,0,0,0,1,0,0
sever,0,0,0,1,0,0
chop,0,0,0,1,0,0
laceration,0,0,0,1,0,0
nick,0,0,0,1,0,0
split,0,0,0,1,0,0
gash,0,0,0,1,0,0
hurtful,0,0,0,1,0,0
stab,0,0,0,1,0,0
blood,0,0,0,0,0,1
booboo,0,0,0,1,0,0
cause_bleed,0,0,0,1,0,0
halve,0,0,0,1,0,0
scissor,0,0,1,0,0,0
use_knife,0,0,0,0,0,1
band_aid,0,0,0,1,0,0
wind,0,0,1,0,0,0
learn_experience,0,0,1,0,0,0
find_out,0,0,1,0,0,0
pay_admission,0,0,0,1,0,0
pay,0,0,0,1,0,0
education,0,0,1,0,0,0
keep_child_occupy,0,0,1,0,0,0
out,0,0,1,0,0,0
amuse_child,0,0,1,0,0,0
little_money,0,0,0,1,0,0
feed_animal,0,0,1,0,0,0
take_child,0,0,1,0,0,0
something_to_do,0,0,1,0,0,0
put_walk_shoe,0,0,1,0,0,0
fatigue,0,0,0,1,0,0
look_map,0,0,1,0,0,0
child,0,0,1,0,0,0
see_animal,0,0,1,0,0,0
use_car,0,0,1,0,0,0
obey_rule,0,0,1,0,0,0
drive_home,0,0,1,0,0,0
wear_comfortable_shoe,0,0,1,0,0,0
feel_sad,0,0,0,1,0,0
entertain_child,0,0,1,0,0,0
extent,0,0,1,0,0,0
tyranny,0,0,0,0,0,1
anarchy,0,0,0,0,0,1
rule,0,0,1,0,0,0
government,0,0,1,0,0,0
synagogue,0,0,1,0,0,0
good_smell,0,0,1,0,0,0
hippie,0,0,1,0,0,0
smell_good,0,0,1,0,0,0
smell,0,1,0,0,0,0
restaurant,0,0,1,0,0,0
tavern,0,0,1,0,0,0
make_person_laugh,0,0,1,0,0,0
unexpected,0,0,0,0,1,0
think_funny,0,0,1,0,0,0
please,0,0,1,0,0,0
wit,0,0,1,0,0,0
comedian,0,0,1,0,0,0
imitation,0,0,1,0,0,0
laugh,0,0,1,0,0,0
popularity,0,0,1,0,0,0
make_joke,0,0,1,0,0,0
outgo_personality,0,0,1,0,0,0
humor,0,0,1,0,0,0
center_attention,0,0,1,0,0,0
feel_joy,0,0,1,0,0,0
punch_face,1,0,0,0,0,0
entertain_others,0,0,1,0,0,0
feel_happy,0,0,1,0,0,0
person_like,0,0,1,0,0,0
strange,0,0,0,0,1,0
good_time,0,0,1,0,0,0
give_pleasure,0,0,1,0,0,0
mind,0,0,1,0,0,0
happy_person,0,0,1,0,0,0
sense_humor,0,0,1,0,0,0
become_popular,0,0,1,0,0,0
make_other_person_happy,0,0,1,0,0,0
stage,0,0,1,0,0,0
become_happy,0,0,1,0,0,0
stomach_ache,0,0,0,1,0,0
laughter,0,0,1,0,0,0
person_buy,0,0,1,0,0,0
joke,0,0,1,0,0,0
come_back,0,0,1,0,0,0
get_happy,0,0,1,0,0,0
person_relax,0,0,1,0,0,0
funny,0,0,1,0,0,0
tell_funny_joke,0,0,1,0,0,0
play_instrument,0,0,1,0,0,0
blonde,0,0,1,0,0,0
hair_colore,0,0,1,0,0,0
color,0,0,1,0,0,0
colour,0,0,1,0,0,0
woman,0,0,1,0,0,0
smart,0,0,1,0,0,0
truthful,0,0,1,0,0,0
take_oath,0,0,1,0,0,0
own,0,0,1,0,0,0
buy_food,0,0,1,0,0,0
get_grocery,0,0,1,0,0,0
buy_newspaper,0,0,1,0,0,0
structure,0,0,1,0,0,0
construction_site,0,0,1,0,0,0
puerto_rico,0,0,1,0,0,0
union,0,0,1,0,0,0
band_together,0,0,1,0,0,0
represent,0,0,1,0,0,0
civil_war,0,0,0,0,0,1
holy_matrimony,0,0,1,0,0,0
work_group,0,0,1,0,0,0
come_together,0,0,1,0,0,0
group,0,0,1,0,0,0
democracy,0,0,1,0,0,0
title,0,0,1,0,0,0
algebra,0,0,1,0,0,0
unite,0,0,1,0,0,0
law,0,0,1,0,0,0
negotiate_contract,0,0,1,0,0,0
excuse,0,0,0,1,0,0
intersection,0,0,1,0,0,0
protect_yourself,0,0,0,0,0,1
workplace,0,0,1,0,0,0
harm,0,0,0,0,0,1
extra,0,0,1,0,0,0
almost,0,0,1,0,0,0
no_good,0,0,0,1,0,0
some,0,0,1,0,0,0
cost,0,0,1,0,0,0
measure,0,0,1,0,0,0
comparative,0,0,1,0,0,0
thank,0,0,1,0,0,0
adverb,0,0,1,0,0,0
addition,0,0,1,0,0,0
amount,0,0,1,0,0,0
increase,0,0,1,0,0,0
enough,0,0,1,0,0,0
too,0,0,1,0,0,0
tv_channel,0,0,1,0,0,0
comparison,0,0,1,0,0,0
measurement,0,0,1,0,0,0
volume,0,0,1,0,0,0
plenty,0,0,1,0,0,0
abundance,0,0,1,0,0,0
relative,0,0,1,0,0,0
many,0,0,1,0,0,0
much_much,0,0,1,0,0,0
large_amount,0,0,1,0,0,0
modifier,0,0,1,0,0,0
quantity,0,0,1,0,0,0
chew_tobacco,0,1,0,0,0,0
land_ground,0,0,1,0,0,0
open_mouth,0,1,0,0,0,0
make_person_angry,1,0,0,0,0,0
gross,0,1,0,0,0,0
cut_half,0,0,0,1,0,0
drink_poison,0,0,0,1,0,0
dry_mouth,0,0,0,0,0,1
insult,0,0,0,1,0,0
go_outside,0,0,1,0,0,0
drool,0,1,0,0,0,0
person_angry,1,0,0,0,0,0
offend_other_person,1,0,0,0,0,0
cough,0,0,0,1,0,0
dribble,0,0,1,0,0,0
make_noise,0,0,1,0,0,0
disease,0,0,0,1,0,0
run_water,0,0,1,0,0,0
lean_over,0,0,0,1,0,0
popular_vacation_destination,0,0,1,0,0,0
overprice,0,0,0,1,0,0
tourism,0,0,1,0,0,0
dave,0,0,1,0,0,0
spin,0,0,1,0,0,0
bridge,0,0,1,0,0,0
cross,1,0,0,0,0,0
dizzy,0,0,0,0,1,0
greet_card,0,0,1,0,0,0
similar,0,0,1,0,0,0
employ,0,0,1,0,0,0
job_offer,0,0,1,0,0,0
worker,0,0,1,0,0,0
pay_service,0,0,1,0,0,0
hire,0,0,1,0,0,0
destroy,1,0,0,0,0,0
stay_healthy,0,0,1,0,0,0
test_strength,0,0,1,0,0,0
healthy_activity,0,0,1,0,0,0
table,0,0,1,0,0,0
insert,0,0,1,0,0,0
turn,0,0,1,0,0,0
remove,0,0,0,1,0,0
pot_roast,0,0,1,0,0,0
oven,0,0,1,0,0,0
buy_coffee,0,0,1,0,0,0
run_out,0,0,0,1,0,0
pull,0,0,1,0,0,0
excruciate,0,0,0,1,0,0
dessert,0,0,1,0,0,0
pull_apart,0,1,0,0,0,0
chop_wood,0,0,1,0,0,0
whole,0,0,1,0,0,0
ice_cream,0,0,1,0,0,0
hurt_others,0,1,0,0,0,0
feel_remorse,0,0,0,1,0,0
furnace,0,0,0,0,0,1
after_lunch,0,0,1,0,0,0
last,0,0,0,1,0,0
after_dinner,0,0,1,0,0,0
meal_time,0,0,1,0,0,0
sunset,0,0,0,1,0,0
bad_choice,0,0,0,1,0,0
strong_desire,0,0,1,0,0,0
japanese_person,0,0,1,0,0,0
tip,0,0,1,0,0,0
sandwich,0,0,1,0,0,0
express_how_funny,0,0,1,0,0,0
cow_food,0,0,1,0,0,0
straw,0,0,1,0,0,0
make,0,0,1,0,0,0
natural,0,0,1,0,0,0
farm_crop,0,0,1,0,0,0
organic,0,0,1,0,0,0
beloved,0,0,1,0,0,0
worn_head,0,0,0,1,0,0
sport_goods_store,0,0,1,0,0,0
shade_sun,0,0,1,0,0,0
fly,0,0,1,0,0,0
something,0,0,1,0,0,0
brim,0,0,1,0,0,0
head_wear,0,0,1,0,0,0
head_protection,0,0,1,0,0,0
status_symbol,0,0,1,0,0,0
uniform,0,0,1,0,0,0
protect_head,0,0,1,0,0,0
head_cover,0,0,1,0,0,0
red,1,0,0,0,0,0
worn_foot,0,0,0,1,0,0
prevent_sunburn,0,0,1,0,0,0
hat_shop,0,0,1,0,0,0
form_clothe,0,0,1,0,0,0
beg,0,0,0,1,0,0
protect_eye_sun,0,0,1,0,0,0
head_gear,0,0,1,0,0,0
stylish,0,0,1,0,0,0
soft,0,0,1,0,0,0
just_fun,0,0,1,0,0,0
necessary,0,0,1,0,0,0
absence_light,0,0,0,1,0,1
lack_light,0,0,0,1,0,1
hide,0,0,0,0,0,1
dark_area,0,0,0,0,0,1
darkness,0,0,0,0,0,1
outline,0,0,1,0,0,0
protect_sun,0,0,1,0,0,0
cast,0,0,1,0,0,0
block_sun,0,0,1,0,0,0
no_light,0,0,0,0,0,1
slippery,0,0,0,0,0,1
graphite_pencil,0,0,1,0,0,0
sketch,0,0,1,0,0,0
draw,0,0,1,0,0,0
take_note,0,0,1,0,0,0
barber_shop,0,0,1,0,0,0
salon,0,0,1,0,0,0
part_hair,0,0,1,0,0,0
hair_salon,0,0,1,0,0,0
beauty_salon,0,0,1,0,0,0
long_narrow,0,0,1,0,0,0
fall_floor,0,0,0,1,0,0
barbershop,0,0,1,0,0,0
cause_cancer,0,0,0,0,0,1
attorney,0,0,1,0,0,0
protest,1,0,0,0,0,0
large_group,0,0,1,0,0,0
push_together,0,0,1,0,0,0
large_mass,0,0,1,0,0,0
hoard,0,0,0,1,0,0
group_gather,0,0,1,0,0,0
