Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
merke	4857	5.48	0.8628	--	4329	--
biete	4858	5.48	1.0349	1110	916	--
hauptsächlich	4859	5.48	0.8862	4312	--	1421
nächstes	4860	5.48	0.7068	1996	1480	--
print	4861	5.48	1.0349	2445	4463	--
umgebung	4862	5.48	0.8389	1092	4425	1621
völker	4863	5.48	1.1648	--	--	1062
jauch	4864	5.48	1.8543	--	4657	--
kerl	4865	5.48	0.9739	--	4314	--
#outdoorsparangebote	4866	5.48	1.8097	--	5036	--
vergleichen	4867	5.48	0.9947	1225	1551	2655
dokumente	4868	5.48	0.8862	828	--	2830
subjektive	4869	5.48	1.1648	--	--	3560
kreises	4870	5.48	0.8628	--	--	5052
dargestellten	4871	5.48	0.8628	--	--	4728
work	4872	5.48	1.2816	3747	651	4905
two	4873	5.48	0.8862	4353	707	4017
vida	4874	5.48	1.1110	--	2993	--
frames	4875	5.48	0.8862	2961	--	--
stellen	4876	5.48	0.8628	358	1552	294
hebt	4877	5.48	1.0150	--	--	3406
erhielt	4878	5.48	1.1822	2887	--	1231
werdet	4879	5.48	0.9311	--	5008	--
kennwort	4880	5.48	1.1292	1788	--	--
westlichen	4881	5.48	1.1110	--	--	1788
posted	4882	5.48	0.9947	3370	1053	--
diverse	4883	5.48	0.8628	2317	--	--
teile	4884	5.48	1.1822	1063	2619	879
deinen	4885	5.48	1.0150	1580	848	--
gemeinden	4886	5.48	0.9528	2095	--	1376
berater	4887	5.48	1.0150	4390	--	--
unmittelbare	4888	5.46	0.7616	--	--	2301
widerrufsrecht	4889	5.46	1.4316	3355	--	--
elementen	4890	5.46	0.8621	--	--	3108
dr	4891	5.46	1.0919	186	1127	244
act	4892	5.46	0.9733	--	3286	4787
damals	4893	5.46	1.1817	1465	1826	431
elle	4894	5.46	0.8621	--	--	4357
ort	4895	5.46	0.8381	149	2120	964
überprüft	4896	5.46	1.1287	4771	--	--
januar	4897	5.46	1.1817	617	782	844
festgestellt	4898	5.46	1.0343	3973	--	1691
landwirtschaftlichen	4899	5.46	1.4598	--	--	2854
fach	4900	5.46	0.9521	4067	--	4740
reihe	4901	5.46	0.7879	1494	3934	469
bereitet	4902	5.46	0.8381	--	--	4917
sprach	4903	5.46	0.9082	--	--	1258
frühe	4904	5.46	0.9521	--	--	4960
inkl	4905	5.46	1.2651	262	1026	--
annahmen	4906	5.46	0.8381	--	--	4646
komm	4907	5.46	0.9082	4605	657	--
wirtschaftliche	4908	5.46	1.2324	4417	--	1206
form	4909	5.46	0.7343	709	2348	181
très	4910	5.46	1.1287	--	4909	--
windows	4911	5.46	1.1104	255	1017	--
may	4912	5.46	0.8621	1664	1144	2717
rezensionen	4913	5.46	1.5546	1849	--	--
number	4914	5.46	0.7879	--	2262	--
beruht	4915	5.46	0.8134	--	--	1467
page	4916	5.46	1.0343	109	1695	--
#egypt	4917	5.46	1.5546	--	3961	--
bin	4918	5.46	0.9521	241	63	576
via	4919	5.46	1.0539	1627	85	--
stay	4920	5.46	1.1817	--	1138	--
artikeln	4921	5.46	1.2324	1350	--	--
ausführungen	4922	5.46	0.9733	--	--	1496
york	4923	5.46	1.0144	1701	1468	925
hör	4924	5.46	0.8134	--	2277	--
faqs	4925	5.46	0.8381	3579	--	--
zusätzlichen	4926	5.46	1.0539	3863	--	--
xbox	4927	5.46	1.4737	1886	1655	--
manchester	4928	5.46	1.0919	--	4028	--
ungarischen	4929	5.46	1.1988	--	--	2932
blackberry	4930	5.46	1.5414	--	3207	--
long	4931	5.46	1.1104	4253	790	--
karin	4932	5.46	1.3584	4350	--	--
wanna	4933	5.46	1.2157	--	483	--
gestatten	4934	5.46	0.8855	--	--	4663
abgeholt	4935	5.46	1.1988	4846	--	--
hersteller	4936	5.46	0.8621	481	--	--
weeks	4937	5.46	1.0730	--	2778	--
machst	4938	5.46	1.1287	--	1043	--
myvideo	4939	5.46	1.2969	4062	--	--
andrea	4940	5.46	1.1643	2712	5050	--
entscheidenden	4941	5.46	0.9304	--	--	2459
betont	4942	5.46	0.9082	--	--	1420
schülern	4943	5.46	1.4172	--	--	3854
bank	4944	5.46	1.4875	1071	1315	1674
pixel	4945	5.46	1.0539	3074	--	--
Überweisung	4946	5.46	1.0919	2059	--	--
möglichst	4947	5.46	0.8381	1925	--	869
spur	4948	5.46	0.9521	5062	5061	4059
herren	4949	5.46	1.1104	1679	2413	1242
gehen	4950	5.46	1.0343	602	337	419
erfassen	4951	5.46	0.9941	--	--	2252
street	4952	5.46	0.7879	3749	2041	--
fav	4953	5.46	1.1287	--	3356	--
tage	4954	5.46	0.9082	326	378	434
keep	4955	5.46	1.0730	--	1003	--
zehn	4956	5.46	0.7616	1604	2067	1417
jemanden	4957	5.46	0.8134	--	1772	--
versand	4958	5.46	0.9304	205	1800	--
get	4959	5.46	1.1104	2492	164	--
alu	4960	5.46	0.9733	4532	4271	--
sitting	4961	5.46	1.1466	--	3321	--
erfolgen	4962	5.46	1.0144	2030	--	1516
erheblich	4963	5.46	1.2157	5010	--	1961
handlung	4964	5.46	0.7060	--	--	1251
christi	4965	5.46	1.4172	--	--	2169
besitzer	4966	5.46	1.1466	4585	--	4548
asus	4967	5.46	1.0539	2026	--	--
offiziellen	4968	5.46	1.0144	--	--	3839
lastfm	4969	5.46	1.3881	2900	--	--
mitgliedern	4970	5.46	1.1988	2676	--	2204
normale	4971	5.46	1.0144	3967	4667	3618
actually	4972	5.46	1.1104	--	1367	--
produktsuche	4973	5.46	1.0919	1625	--	--
schickt	4974	5.46	0.8621	--	4368	--
staffel	4975	5.46	0.9941	2972	2713	--
doctor	4976	5.46	1.5281	--	4581	--
weißt	4977	5.46	1.0539	--	1504	--
sankt	4978	5.46	1.0343	4625	--	--
betracht	4979	5.46	0.9521	--	--	1545
user	4980	5.46	0.8855	490	1384	--
sitze	4981	5.46	0.9082	--	2285	--
vorkommen	4982	5.46	0.7343	--	--	1959
handelt	4983	5.46	0.9304	1032	4766	432
jahres	4984	5.46	0.8621	1602	837	1063
tout	4985	5.46	0.9941	--	--	4756
postfach	4986	5.46	0.7616	3418	--	--
#preisvergleich	4987	5.46	1.2488	--	1797	--
meinestadtde	4988	5.46	1.5281	2363	--	--
nebeneinander	4989	5.46	0.8381	--	--	3466
browser	4990	5.46	1.2324	834	3187	--
ihre	4991	5.46	0.9082	69	260	72
anschauung	4992	5.46	1.2969	--	--	1426
beispielen	4993	5.46	0.8621	--	--	4184
lot	4994	5.46	1.0919	--	1066	--
kategorie	4995	5.46	1.0144	287	3571	2396
kanton	4996	5.46	0.9521	2873	--	--
praxis	4997	5.46	1.4172	947	--	680
suchbegriffe	4998	5.46	1.0539	1484	--	--
johnny	4999	5.46	1.1466	--	5133	--
ipad	5000	5.46	2.0723	--	696	--
hours	5001	5.46	1.1287	--	1094	--
nutzer	5002	5.46	1.0539	1065	--	--
geprueft	5003	5.46	1.1817	--	3436	--
typen	5004	5.46	1.0343	--	4186	3026
#ipad	5005	5.46	1.9817	--	1516	--
vor	5006	5.46	0.7879	61	113	58
aachen	5007	5.46	1.2488	1657	2962	--
cover	5008	5.46	0.8621	3100	1335	--
newsletter	5009	5.46	1.4172	259	4510	--
monaten	5010	5.46	1.0144	1054	2657	2077
unmittelbar	5011	5.46	0.8621	3129	--	602
versammlung	5012	5.46	1.2157	--	--	2085
befinden	5013	5.46	0.7879	1208	--	1814
feed	5014	5.46	1.0144	1181	4051	--
innerhalb	5015	5.46	0.8855	459	3872	314
insgesamt	5016	5.46	0.6764	601	--	854
using	5017	5.46	1.2157	--	1320	--
since	5018	5.46	0.8621	--	1392	--
ursprüngliche	5019	5.46	0.9304	--	--	2859
spruch	5020	5.46	0.9082	--	4444	--
anfahrt	5021	5.46	1.1104	2464	--	--
five	5022	5.46	0.9082	--	3573	--
anlaß	5023	5.46	0.9521	--	--	2070
tell	5024	5.46	0.8381	--	626	--
lessing	5025	5.46	1.2651	--	--	4863
medizinische	5026	5.46	1.2157	2849	--	--
messe	5027	5.44	0.9510	2148	--	--
marcus	5028	5.44	1.0910	--	4382	--
unterricht	5029	5.44	1.2961	1740	5029	1592
imdb	5030	5.44	1.5539	3486	--	--
frankfurt	5031	5.44	1.2961	435	717	593
gesellschaftlicher	5032	5.44	1.0529	--	--	3913
betonte	5033	5.44	0.9293	--	--	4505
jüdischen	5034	5.44	1.2480	--	--	1855
untersuchen	5035	5.44	1.2316	--	--	2478
philips	5036	5.44	1.1634	2066	3925	--
bericht	5037	5.44	0.9293	763	2358	848
heard	5038	5.44	0.9071	--	2102	--
jeder	5039	5.44	0.8122	442	480	216
analysiert	5040	5.44	1.0333	--	3085	4685
phil	5041	5.44	1.0529	--	--	4344
bookmarken	5042	5.44	1.1808	674	--	--
bezeichnen	5043	5.44	1.0134	--	--	1325
verschiedenen	5044	5.44	1.2961	853	4866	265
lage	5045	5.44	0.9723	804	2689	331
oberfläche	5046	5.44	0.8609	3568	--	2234
herrn	5047	5.44	1.1095	2349	4903	622
march	5048	5.44	0.9293	--	4869	--
verlinken	5049	5.44	1.2643	5063	--	--
bestehende	5050	5.44	0.7045	--	--	2663
[pic]	5051	5.44	1.1808	--	3823	--
behandeln	5052	5.44	0.9071	--	--	2618
blogs	5053	5.44	1.4020	986	3276	--
laser	5054	5.44	0.9510	4555	--	--
mention	5055	5.44	1.1095	--	3847	--
spuren	5056	5.44	0.9510	--	--	3171
darüber	5057	5.44	0.7866	839	1996	307
verhältnismäßig	5058	5.44	1.0333	--	--	3119
wirtschaftlichen	5059	5.44	1.1095	4698	--	852
leder	5060	5.44	1.1634	2717	3455	--
siehe	5061	5.44	1.0721	485	2832	519
sales	5062	5.44	1.4020	3200	3342	--
hörst	5063	5.44	0.9510	--	4140	--
kasse	5064	5.44	1.0333	2228	--	--
getting	5065	5.44	0.9293	--	1072	--
für's	5066	5.44	0.8843	--	4022	--
tatsächliche	5067	5.44	0.8609	--	--	5012
beschäftigte	5068	5.44	1.0134	--	--	4501
link	5069	5.44	1.0333	294	795	--
moderatoren	5070	5.44	1.1980	4122	--	--
menge	5071	5.44	0.7602	988	3012	922
konnten	5072	5.44	0.9071	1415	--	454
volltextsuche	5073	5.44	1.1980	3434	--	--
friedrich	5074	5.44	1.3874	1904	--	587
stunde	5075	5.44	0.9930	1594	943	1536
background	5076	5.44	1.0333	--	4274	--
amo	5077	5.44	1.2316	--	3700	--
sache	5078	5.44	0.8843	967	1585	457
minute	5079	5.44	0.7329	1776	1364	--
heißen	5080	5.44	0.7866	4343	2377	3320
works	5081	5.44	1.0333	--	3078	--
erhebung	5082	5.44	0.9293	--	--	2857
#dortmund	5083	5.44	1.4309	--	3025	--
pass	5084	5.44	1.0333	--	3134	--
treiben	5085	5.44	1.2643	--	--	2905
hbf	5086	5.44	1.0333	--	3618	--
während	5087	5.44	0.8369	457	1404	119
honda	5088	5.44	1.2480	2547	--	--
siemens	5089	5.44	1.2643	1039	3964	--
dienstleister	5090	5.44	1.3118	3430	--	--
liga	5091	5.44	1.3118	3256	3343	--
jahre	5092	5.44	1.0333	188	363	118
einrichtungen	5093	5.44	1.3273	1540	--	1673
ähnlichen	5094	5.44	0.7602	1232	--	2424
jack	5095	5.44	1.1457	3838	3006	--
bosch	5096	5.44	1.1278	2406	3946	--
gestalt	5097	5.44	0.9723	--	--	798
someone	5098	5.44	1.0721	--	533	--
telling	5099	5.44	1.1980	--	4973	--
bestimmte	5100	5.44	1.0721	2086	--	518
leiter	5101	5.44	1.0333	2408	5119	1950
besprochen	5102	5.44	0.5406	--	--	4796
bemerkung	5103	5.44	1.1808	--	--	2804
linien	5104	5.44	0.9930	--	--	2550
inside	5105	5.44	1.1457	--	2461	--
zusätzliche	5106	5.44	0.9930	1688	--	3324
ahh	5107	5.44	1.3726	--	2241	--
genügt	5108	5.44	0.9071	3455	--	2378
jahrzehnten	5109	5.44	0.9071	--	--	3469
standing	5110	5.44	0.7329	--	5028	--
bewertet	5111	5.44	1.1095	1153	2909	--
made	5112	5.44	1.0910	3695	578	--
kurzbeschreibung	5113	5.44	1.3118	4315	--	--
höhe	5114	5.44	0.9723	789	3806	682
abholung	5115	5.44	0.8843	2140	--	--
aussage	5116	5.44	1.1980	4457	--	1821
israel	5117	5.44	1.5539	2975	3384	3131
gleichem	5118	5.44	0.9071	--	--	4625
ps3	5119	5.44	1.2480	3141	2254	--
line	5120	5.44	0.9071	1378	2660	--
benachbarten	5121	5.44	0.8122	--	--	4888
have	5122	5.44	0.7602	1836	99	1764
definitiv	5123	5.44	1.0721	--	2900	--
zusammensetzung	5124	5.44	0.8122	--	--	2435
benutzer	5125	5.44	0.8122	347	--	--
system	5126	5.44	0.7045	493	1371	362
grammatik	5127	5.44	1.3118	--	--	4400
allgemeine	5128	5.44	0.9723	548	3805	482
htc	5129	5.44	1.3426	4278	2626	--
schließlich	5130	5.44	0.8843	1650	--	359
verfasse	5131	5.44	1.0529	2210	--	--
hierzu	5132	5.44	0.8122	1841	--	1106
seitenanfang	5133	5.44	0.9723	729	--	--
zukommt	5134	5.44	0.7329	--	--	4394
ask	5135	5.44	0.9723	--	1022	--
version	5136	5.44	0.9723	384	920	4962
entscheidet	5137	5.44	0.7866	--	--	4206
mehreren	5138	5.44	0.7602	2191	--	1471
years	5139	5.44	1.1634	--	866	--
stück	5140	5.44	0.7045	826	1537	1113
thomas	5141	5.44	1.2149	678	1583	1199
vortrag	5142	5.42	1.2792	3078	4690	2510
aufgefaßt	5143	5.42	0.8352	--	--	4941
wesentlicher	5144	5.42	1.0708	--	--	4919
suchvorschläge	5145	5.42	0.8593	3953	--	--
eduard	5146	5.42	1.1082	--	--	4586
#bonn	5147	5.42	1.3107	--	5113	--
schneider	5148	5.42	0.9708	2652	--	3836
katy	5149	5.42	0.9278	--	3723	--
vers	5150	5.42	1.1445	--	--	4698
jedem	5151	5.42	0.9495	1009	1535	509
genutzt	5152	5.42	1.0319	2205	--	4009
watchlist	5153	5.42	1.0319	3239	--	--
geschlecht	5154	5.42	0.8827	2301	--	2707
demnächst	5155	5.42	0.8593	4825	3623	--
alphabetischen	5156	5.42	0.7848	2189	--	--
greifen	5157	5.42	0.9916	--	--	4153
verhältnisses	5158	5.42	0.9278	--	--	3417
annahme	5159	5.42	0.8827	5071	--	863
reiner	5160	5.42	1.0897	--	--	4593
recent	5161	5.42	0.8827	--	2882	--
grundlegenden	5162	5.42	0.7848	--	--	4022
telefonnummer	5163	5.42	0.8827	3145	--	--
reparatur	5164	5.42	1.4995	3401	--	--
entsprechenden	5165	5.42	1.2792	1663	--	1070
fünf	5166	5.42	0.8104	1200	1803	909
wortlaut	5167	5.42	0.8593	--	--	4335
awww	5168	5.42	1.2792	--	1495	--
verhältnis	5169	5.42	1.1796	3199	--	397
merkt	5170	5.42	0.8352	--	3533	--
entsprach	5171	5.42	0.9495	--	--	3719
situation	5172	5.42	0.8104	1847	3525	538
sabine	5173	5.42	1.4581	3173	--	--
halle	5174	5.42	1.1265	1295	3395	2620
gekommen	5175	5.42	0.8593	2609	2421	831
suchanfragen	5176	5.42	0.9708	3955	--	--
add	5177	5.42	0.7584	942	2788	--
maß	5178	5.42	0.7848	4813	--	1755
fuer	5179	5.42	1.1265	1889	675	--
folgen	5180	5.42	1.0120	1367	597	541
weiterhin	5181	5.42	0.8104	1386	2631	1145
batterien	5182	5.42	1.1445	4986	--	--
station	5183	5.42	1.0120	3615	3371	--
gehts	5184	5.42	0.7848	3424	583	--
weiterer	5185	5.42	0.9278	2673	--	1990
mannes	5186	5.42	0.8827	--	--	2390
sueddeutschede	5187	5.42	1.7154	--	3084	--
renault	5188	5.42	1.3107	3123	--	--
nicole	5189	5.42	1.2304	4546	5009	--
bekanntlich	5190	5.42	0.9055	--	--	2540
became	5191	5.42	0.8104	--	3862	--
nordrhein-westfalen	5192	5.42	1.2137	1282	3985	--
durfte	5193	5.42	1.2469	--	--	2698
kapitel	5194	5.42	1.0515	1653	--	555
drum	5195	5.42	1.1622	--	4597	--
felder	5196	5.42	0.7025	3109	--	--
hinein	5197	5.42	0.9495	--	--	1756
because	5198	5.42	0.7848	--	364	--
asked	5199	5.42	0.9055	--	1849	--
dissertation	5200	5.42	1.5131	--	--	4598
liste	5201	5.42	0.8352	507	2309	2953
jap	5202	5.42	1.0897	--	2215	--
formulierung	5203	5.42	0.8827	--	--	2669
scout	5204	5.42	0.8104	5047	--	--
hervorgerufen	5205	5.42	1.0319	--	--	4186
dong	5206	5.42	1.4299	--	1375	--
source	5207	5.42	1.1082	1984	4432	--
texten	5208	5.42	1.1082	--	--	4117
einige	5209	5.42	1.0515	473	1475	242
tübingen	5210	5.42	1.1265	3610	--	2392
david	5211	5.42	1.2469	1891	882	3198
datei	5212	5.42	0.7848	1496	--	--
umgang	5213	5.42	0.8827	2347	--	2427
bereiche	5214	5.42	0.8104	2440	--	2305
gerade	5215	5.42	0.6417	531	120	203
bedeutete	5216	5.42	0.9916	--	--	3075
euro	5217	5.42	1.1622	171	222	4339
gewählten	5218	5.42	1.0319	--	--	4629
viertel	5219	5.42	1.0120	--	--	4222
infrastruktur	5220	5.42	1.1968	4240	--	--
einen	5221	5.42	0.7584	40	71	52
hat	5222	5.42	0.9495	55	46	47
senior	5223	5.42	1.2137	4223	2974	--
schreibweisen	5224	5.42	0.9916	2123	--	--
zunahme	5225	5.42	1.1796	--	--	2888
bemerkte	5226	5.42	0.9278	--	--	4731
schule	5227	5.42	1.3262	373	647	600
#alverde	5228	5.42	1.3566	--	3308	--
logistik	5229	5.42	1.0708	2949	--	--
folgendes	5230	5.42	0.9055	2269	--	2350
zentrale	5231	5.42	1.1082	2314	--	1777
countdown	5232	5.42	1.0708	--	4077	--
quotes	5233	5.42	0.8827	--	2789	--
erlassen	5234	5.42	1.0897	--	--	3930
tweet	5235	5.42	1.2469	--	241	--
chuck	5236	5.42	1.1445	--	2647	--
vorgenommen	5237	5.42	0.9055	3512	--	2057
eingabe	5238	5.42	0.8352	2442	--	--
sicherheitsportal	5239	5.42	1.3262	3602	--	--
flotte	5240	5.42	1.2631	--	--	4958
generell	5241	5.42	1.0897	4699	--	3883
kleines	5242	5.42	1.0897	2581	1727	3971
bemühen	5243	5.42	1.3107	--	--	3128
welche	5244	5.42	0.8593	357	558	84
meldung	5245	5.42	1.0515	2321	--	--
[blu-ray]	5246	5.42	1.6424	--	3732	--
zellen	5247	5.42	1.3716	4102	--	1625
for	5248	5.42	0.7584	204	31	470
pick	5249	5.42	0.7584	--	3848	--
dpa	5250	5.42	1.2469	3225	2605	--
Ähnliche	5251	5.42	0.7848	825	--	--
sites	5252	5.42	1.1968	4536	--	--
zeiten	5253	5.42	1.0319	1543	1855	835
manchmal	5254	5.42	0.8104	1888	724	1418
gleichzeitig	5255	5.42	0.7309	1422	4034	525
derselbe	5256	5.42	0.6728	--	--	1407
drucken	5257	5.42	0.9495	317	--	--
typische	5258	5.42	1.0708	--	--	3989
trocken	5259	5.42	1.2792	--	2114	--
drucker	5260	5.42	1.2137	1747	4624	--
#soundcloud	5261	5.42	1.5265	--	1857	--
sowohl	5262	5.42	0.8104	1084	--	323
weiteres	5263	5.42	0.8352	2614	--	1303
euer	5264	5.42	0.6728	4458	1526	--
android	5265	5.42	1.4995	--	646	--
verhältnissen	5266	5.42	0.8352	--	--	1565
tür	5267	5.42	0.8827	3026	1478	3571
huh	5268	5.42	1.5530	--	4330	--
scene	5269	5.42	1.0319	--	4936	--
rücken	5270	5.40	1.3997	3867	3382	2372
tabelle	5271	5.40	1.0102	1512	--	810
seconds	5272	5.40	0.9035	--	2984	--
städtischen	5273	5.40	0.9689	--	--	2898
gibts	5274	5.40	0.9689	2566	635	--
rollen	5275	5.40	0.9897	4203	--	4487
geführt	5276	5.40	0.9035	2702	--	891
provider	5277	5.40	0.9476	3682	--	--
dürfe	5278	5.40	0.8806	--	--	3662
jones	5279	5.40	1.1952	2788	3362	--
eric	5280	5.40	0.9897	--	4678	--
depot	5281	5.40	0.9476	2909	4574	--
abgeben	5282	5.40	1.0690	1444	--	--
#vondir	5283	5.40	1.3851	--	4842	--
months	5284	5.40	1.0102	--	3818	--
hervorgeht	5285	5.40	0.7559	--	--	4747
metal	5286	5.40	1.4983	2638	3437	--
mitgliederliste	5287	5.40	0.8806	4734	--	--
zitieren	5288	5.40	1.1606	1046	--	--
an	5289	5.40	0.8806	23	33	24
neben	5290	5.40	0.7559	594	1430	277
gegebenheiten	5291	5.40	1.1780	--	--	4981
sei	5292	5.40	0.7825	517	811	102
intern	5293	5.40	0.8081	2169	--	--
subjektivität	5294	5.40	1.3997	--	--	4531
gebaut	5295	5.40	0.8081	4439	--	3815
roll	5296	5.40	0.7825	--	4876	--
state	5297	5.40	1.1952	--	4018	2990
folgender	5298	5.40	0.6061	4462	--	3532
satzes	5299	5.40	0.9689	--	--	4659
kriterium	5300	5.40	1.0102	--	--	3494
saarland	5301	5.40	1.1249	2600	--	--
fiat	5302	5.40	1.1429	3329	--	--
sogleich	5303	5.40	0.8330	--	--	2373
also	5304	5.40	0.8081	193	163	96
entstand	5305	5.40	0.8330	--	--	2386
bulgarien	5306	5.40	1.6660	3906	--	--
eben	5307	5.40	0.7825	1173	553	237
firma	5308	5.40	0.9476	441	2555	2668
western	5309	5.40	1.3553	4072	--	--
durch	5310	5.40	1.1606	52	230	31
#deal	5311	5.40	1.4569	--	2023	--
unterschiedlichen	5312	5.40	0.9689	2372	--	1596
fanden	5313	5.40	0.9258	3108	--	1494
betriebssystem	5314	5.40	1.0498	3577	--	--
wochen	5315	5.40	0.8806	655	1069	1359
°c	5316	5.40	1.2122	--	1016	--
comes	5317	5.40	0.6999	--	1734	--
redet	5318	5.40	0.8330	--	3505	--
zweite	5319	5.40	0.8571	1481	1753	561
bezeichnet	5320	5.40	0.9258	2334	--	505
innere	5321	5.40	0.8081	2933	--	847
#itunes	5322	5.40	1.6288	--	2166	--
meint	5323	5.40	0.6701	3222	2250	1575
länge	5324	5.40	0.7825	813	--	1787
#auto	5325	5.40	1.4569	--	4335	--
eines	5326	5.40	0.7825	124	540	67
gesagt	5327	5.40	0.6061	1370	676	669
net	5328	5.40	1.3401	1314	844	--
dateien	5329	5.40	0.8330	1520	--	--
4x	5330	5.40	1.1952	--	3312	--
schaut	5331	5.40	0.7284	4498	1328	--
jahrzehnte	5332	5.40	0.9035	--	--	4098
stammen	5333	5.40	0.9035	3737	--	3650
secret	5334	5.40	1.3553	--	2771	--
ruf	5335	5.40	1.1429	5105	3497	3387
physischen	5336	5.40	1.0498	--	--	4175
hegel	5337	5.40	1.5518	--	--	1580
zusatz	5338	5.40	1.0498	--	--	4900
wants	5339	5.40	0.9035	--	1564	--
wear	5340	5.40	1.1780	--	3253	--
einiges	5341	5.40	0.8806	3963	3646	4489
chinesischen	5342	5.40	1.3553	--	--	3853
beweist	5343	5.40	0.9476	--	--	3178
tech	5344	5.40	0.9689	4675	4794	--
zeitpunkt	5345	5.40	0.8081	1548	--	1319
#apple	5346	5.40	1.8183	--	1886	--
lang	5347	5.40	1.0102	854	883	947
ick	5348	5.40	1.5119	--	4419	--
modul	5349	5.40	0.9258	2878	--	--
verfasst	5350	5.40	0.9258	905	--	--
lehrer	5351	5.40	1.2454	2209	2379	997
zweiter	5352	5.40	1.0102	4380	--	2318
zypern	5353	5.40	1.7261	4778	--	--
fritz	5354	5.40	1.0690	2481	--	2679
messungen	5355	5.40	0.9035	--	--	4855
einwirkung	5356	5.40	1.0302	--	--	2869
verwendet	5357	5.40	0.9897	932	--	1025
bring	5358	5.40	0.9689	--	1624	--
marc	5359	5.40	0.7559	3297	4608	--
who	5360	5.40	0.9689	2942	242	3622
verzeichnis	5361	5.40	0.9689	1717	--	4884
zweitens	5362	5.40	0.8806	--	--	2354
gemeint	5363	5.40	0.6701	--	3230	1907
parameter	5364	5.40	1.1429	4170	--	--
angewendet	5365	5.40	0.9689	--	--	3718
jean	5366	5.40	1.0880	--	--	2836
orten	5367	5.40	0.7559	--	--	2958
behandlung	5368	5.40	1.2617	1609	--	819
means	5369	5.40	0.8806	--	1691	--
registered	5370	5.40	1.0880	4674	--	--
mittel	5371	5.40	1.1066	1441	--	370
getragen	5372	5.40	1.0102	--	--	2219
fürst	5373	5.40	1.1249	--	--	3089
hochzuladen	5374	5.40	1.1952	4923	--	--
für	5375	5.40	0.6389	6	15	20
nachname	5376	5.40	1.1066	2714	--	--
technischer	5377	5.40	0.9035	4518	--	--
nrw	5378	5.40	1.4286	1192	2116	--
dazu	5379	5.40	0.7825	288	555	161
switched	5380	5.40	1.1066	3818	--	--
jennifer	5381	5.40	1.3997	--	5140	--
gelangte	5382	5.40	0.6999	--	--	5114
elektrische	5383	5.40	1.0880	3843	--	--
sich	5384	5.40	1.0880	22	55	11
bayer	5385	5.40	1.5649	4136	3381	--
eingehend	5386	5.40	0.8806	--	--	4906
gegenüber	5387	5.40	0.8571	913	3329	193
happens	5388	5.40	0.8571	--	3810	--
plätze	5389	5.40	0.9689	3042	--	--
soweit	5390	5.40	0.7559	1171	2049	779
passwort	5391	5.40	0.9258	239	--	--
erwiesen	5392	5.40	0.9689	--	--	2361
security	5393	5.40	1.5779	1532	3260	--
erhöhte	5394	5.40	1.2454	--	--	4342
nah	5395	5.40	1.1429	--	2846	--
monitor	5396	5.40	0.8571	3189	5128	--
bewerber	5397	5.40	1.0690	4120	--	--
dienstag	5398	5.40	1.0690	1213	1675	--
zeugen	5399	5.40	1.2778	--	--	3061
xxx	5400	5.40	1.6162	3916	1434	--
sechs	5401	5.40	1.1249	1829	3028	1276
heben	5402	5.40	1.0690	--	--	4237
zeitliche	5403	5.40	1.0690	--	--	4262
promo	5404	5.40	1.4983	--	4906	--
diesmal	5405	5.40	0.8571	4222	2833	3634
objekte	5406	5.40	0.9897	3540	--	2837
push	5407	5.40	1.3401	--	4925	--
arbeitnehmer	5408	5.40	1.1066	3694	--	3316
hour	5409	5.40	0.8081	--	1818	--
nachgewiesen	5410	5.40	1.0102	--	--	2735
einbau	5411	5.40	0.8806	4894	--	--
bestandteile	5412	5.40	0.7825	--	--	4733
car-hifi	5413	5.40	1.2289	4565	--	--
abs	5414	5.40	0.8806	682	5046	1156
geschichtlichen	5415	5.40	1.1780	--	--	2078
kriterien	5416	5.40	1.1429	3644	--	2199
bürgerlichen	5417	5.40	0.8330	--	--	1136
konnte	5418	5.40	1.0102	638	1577	165
astra	5419	5.40	1.2454	5041	--	--
erwägungen	5420	5.40	1.2122	--	--	4405
bezogen	5421	5.40	0.8806	4299	--	1865
üblich	5422	5.40	1.0302	--	--	4354
#heute	5423	5.40	1.1429	--	3812	--
zustande	5424	5.40	0.7284	--	--	1540
bewertungsportal	5425	5.38	1.1933	4952	--	--
gegenstände	5426	5.38	0.8053	--	--	1522
joseph	5427	5.38	1.2760	4852	--	2418
lebten	5428	5.38	1.3384	--	--	5003
grad	5429	5.38	0.7253	1998	305	1769
heraus	5430	5.38	1.2271	2545	4727	818
mei	5431	5.38	1.0280	--	5088	--
mengen	5432	5.38	1.0476	--	--	3045
christian	5433	5.38	1.4412	1014	1348	2675
weiteren	5434	5.38	0.9010	793	4674	540
verfügt	5435	5.38	1.0859	2472	--	3681
linie	5436	5.38	0.9666	2399	4448	599
stellenmarkt	5437	5.38	1.6149	1949	--	--
ihrer	5438	5.38	0.7530	153	1005	91
erfasst	5439	5.38	1.0476	4607	--	--
auffassungen	5440	5.38	0.9010	--	--	3867
Überschrift	5441	5.38	0.9452	3551	--	--
send	5442	5.38	0.9666	3939	989	--
itunes	5443	5.38	1.5372	--	538	--
#tv	5444	5.38	1.2919	--	5096	--
da	5445	5.38	1.0669	84	57	73
Ärzte	5446	5.38	1.6274	1197	--	4801
betriebe	5447	5.38	0.8053	3175	--	1663
