Word	Havg	StDev	FreqListRank	TwitterRank
petualangan	663	6.74	1.2090	2435	--
pantai	664	6.74	1.3372	927	2042
cakap	665	6.74	1.1031	3313	--
sunset	666	6.74	1.3524	--	4936
membantuku	667	6.72	1.1959	1464	--
kesempatan	668	6.72	0.9697	380	1678
membebaskan	669	6.72	1.1613	2335	--
jadian	670	6.72	1.4148	--	1116
tertarik	671	6.72	1.1256	913	3949
langsing	672	6.72	1.2784	--	4510
betul	673	6.72	1.2461	1034	1107
penggemar	674	6.72	1.1436	2410	5696
dahsyat	675	6.72	1.5124	--	2271
won	676	6.72	1.4291	4103	--
lelucon	677	6.72	1.3856	1397	--
berteman	678	6.72	1.0506	2035	3707
hangat	679	6.72	1.1787	1385	3670
proud	680	6.72	1.3559	--	3964
saudaraku	681	6.72	1.1436	1334	--
sexy	682	6.72	1.3559	6086	2078
slamat	683	6.72	1.2296	--	2293
nikmati	684	6.70	1.0926	2224	3965
dear	685	6.70	1.2976	2974	1068
lengkap	686	6.70	1.2495	2084	1876
mkasih	687	6.70	1.5017	--	3739
pestanya	688	6.70	1.1294	5237	--
papa	689	6.70	1.3439	1063	791
pengetahuan	690	6.70	1.2164	1491	--
pray	691	6.70	1.5017	--	3321
coklat	692	6.70	1.1473	2172	1998
life	693	6.70	1.4033	3626	736
baguslah	694	6.70	1.1650	3693	--
cokelat	695	6.70	1.3740	3336	--
cocok	696	6.70	1.0351	857	1175
spirit	697	6.70	1.2164	--	3109
menghargai	698	6.70	1.0738	1476	2424
hahay	699	6.70	1.5551	--	3374
bersatu	700	6.70	1.1112	3417	4967
manfaat	701	6.70	1.0351	--	5583
parfum	702	6.70	1.1473	6206	--
awet	703	6.70	1.1112	--	3702
harta	704	6.70	1.1294	1844	2875
kekal	705	6.70	1.2164	5166	--
salut	706	6.70	1.1995	--	4822
beristirahat	707	6.70	1.2164	1955	--
sneng	708	6.70	1.5551	--	3948
diselamatkan	709	6.70	0.9091	3122	--
sukarelawan	710	6.70	1.0738	5516	--
dansa	711	6.70	1.0152	2065	--
kue	712	6.70	1.1824	1037	2106
duit	713	6.68	1.3468	--	585
percaya	714	6.68	1.0962	169	571
hormat	715	6.68	1.2526	1459	--
gadis	716	6.68	1.0774	203	3093
enaknya	717	6.68	1.2848	--	1258
tengkyu	718	6.68	1.4490	--	5786
menyelamatkanmu	719	6.68	1.2196	3370	--
akurat	720	6.68	1.0583	4037	--
berpengalaman	721	6.68	0.9988	4428	--
madu	722	6.68	1.0583	1649	5485
gentlemen	723	6.68	1.2526	2800	--
hahahart	724	6.68	1.8232	--	1590
bermain	725	6.68	0.9988	320	2375
sorak	726	6.68	1.1856	5391	--
kerjasama	727	6.68	0.9988	5582	--
home	728	6.68	1.3768	2767	911
terbesar	729	6.68	1.1683	1005	2663
pembebasan	730	6.68	1.3161	4993	--
bekerjasama	731	6.68	1.1507	5436	--
teman-teman	732	6.68	1.0962	--	5684
sabtu	733	6.66	1.4373	2730	912
istirahat	734	6.66	1.1359	786	1519
sukai	735	6.66	1.0994	4027	--
kado	736	6.66	1.3342	--	1419
adem	737	6.66	1.2390	--	3868
tumbuh	738	6.66	1.0422	951	3261
ortu	739	6.66	1.6364	--	1899
game	740	6.66	1.3188	1878	1233
baikan	741	6.66	1.0422	5583	6014
diterima	742	6.66	1.1886	1323	4409
diizinkan	743	6.66	1.0022	4069	--
ide	744	6.66	1.2554	448	2836
insyaallah	745	6.66	1.6734	--	2094
dolar	746	6.66	1.2875	739	--
solusi	747	6.66	1.1359	2739	4020
menghasilkan	748	6.66	1.0806	1927	5562
dollar	749	6.66	1.3032	2097	--
idola	750	6.66	0.9607	--	3544
ibumu	751	6.66	1.4230	548	4728
terbaru	752	6.66	1.2390	2841	2517
istri	753	6.66	1.5467	625	1904
cool	754	6.64	1.0645	2454	1673
hallo	755	6.64	1.1205	2104	1227
investasi	756	6.64	1.2081	4477	--
mandiri	757	6.64	1.1021	--	4094
hawaii	758	6.64	1.2415	4475	--
million	759	6.64	1.2898	--	5607
holy	760	6.64	1.2739	4488	--
ayahku	761	6.64	1.4813	396	--
ngangenin	762	6.64	1.3211	--	5484
care	763	6.64	1.1386	--	1408
natalan	764	6.64	1.5086	--	2708
kartun	765	6.64	1.1563	--	4408
seger	766	6.64	1.1386	--	4246
trims	767	6.64	1.2249	2661	--
rupiah	768	6.64	1.3365	--	5253
kidding	769	6.64	1.0645	--	5700
ditemenin	770	6.64	1.0835	--	5751
jutaan	771	6.64	1.1386	1772	--
terkekeh	772	6.64	1.3962	5217	--
dihatiku	773	6.64	1.1911	--	3479
haiii	774	6.64	1.2739	--	5695
promosi	775	6.64	1.0645	4250	2207
mahkota	776	6.64	1.4251	2547	--
menemukannya	777	6.64	0.9638	662	--
agung	778	6.64	1.3056	2180	3477
nabung	779	6.64	1.0645	--	5712
melindungi	780	6.64	1.0451	765	--
komik	781	6.64	1.3056	4236	5810
yakin	782	6.64	1.1386	191	694
bersamaku	783	6.64	1.1205	1071	--
princess	784	6.64	1.3516	--	3099
sakti	785	6.62	1.1409	5773	--
bgus	786	6.62	1.3231	--	1981
xmas	787	6.62	1.8504	--	5669
denganmu	788	6.62	1.2436	263	3383
\^o^/	789	6.62	1.7484	--	3426
berguna	790	6.62	1.1933	990	4552
dibebaskan	791	6.62	1.1045	3645	--
tuntas	792	6.62	1.2919	--	5137
menyanyi	793	6.62	1.0280	2129	--
menyelesaikan	794	6.62	1.3076	885	4521
menolongmu	795	6.62	1.1229	2655	--
forever	796	6.62	1.1586	--	2081
temen	797	6.62	1.2271	--	236
believe	798	6.62	1.3536	5992	2133
pasanganmu	799	6.62	1.4968	--	3580
makasii	800	6.62	1.5238	--	3062
garuda	801	6.62	1.3834	--	3511
keyakinan	802	6.62	1.0079	3192	5438
pelindung	803	6.62	0.9666	2585	--
matang	804	6.62	1.2436	4262	--
potensi	805	6.62	1.0079	5047	--
^o^	806	6.62	1.6646	--	4368
mksh	807	6.62	1.6646	--	1476
makasi	808	6.62	1.3981	--	1020
superman	809	6.62	1.2599	2973	--
istana	810	6.62	1.2919	2099	5752
memaafkan	811	6.62	1.3384	2799	2739
intan	812	6.62	1.3384	--	3573
muda	813	6.62	1.0859	439	891
anakku	814	6.62	1.3536	529	--
gairah	815	6.62	1.4693	4199	--
ampuh	816	6.62	1.1229	--	5745
mawar	817	6.62	1.1409	3373	--
untungnya	818	6.60	1.2454	3275	--
peduli	819	6.60	1.2454	330	859
ohaha	820	6.60	1.6036	--	2123
oke	821	6.60	0.8806	93	228
sinar	822	6.60	1.1429	1819	--
oksigen	823	6.60	1.3093	3393	--
eropa	824	6.60	1.4569	1640	3627
baik2	825	6.60	1.4142	--	2958
aroma	826	6.60	1.1606	5430	5883
perkembangan	827	6.60	1.0690	5606	--
hargai	828	6.60	1.3248	4770	4749
menyanyikan	829	6.60	0.9476	4105	--
bersedia	830	6.60	1.3093	2174	--
food	831	6.60	1.1952	--	4295
kualitas	832	6.60	1.2936	5296	4313
festival	833	6.60	1.0302	5635	4168
kekuatanmu	834	6.60	1.1429	5614	--
dad	835	6.60	1.4708	1198	4322
mother's	836	6.60	1.4569	--	2478
terpilih	837	6.60	1.1606	2700	--
betah	838	6.60	0.9897	--	2927
ayang	839	6.60	1.6162	--	4450
gampang	840	6.60	1.0880	3806	954
sip	841	6.60	1.2122	--	647
dukungan	842	6.60	1.2289	2897	--
beach	843	6.58	1.1445	5579	--
bersamamu	844	6.58	1.0708	1164	2655
natal	845	6.58	1.8305	980	469
movie	846	6.58	1.2469	4958	4150
unik	847	6.58	1.0897	3240	2665
haji	848	6.58	1.8636	--	4152
asekk	849	6.58	1.5131	--	6093
islam	850	6.58	2.1101	3466	2467
iphone	851	6.58	1.2469	--	2710
marry	852	6.58	1.3262	--	3637
menyapa	853	6.58	1.0515	4696	--
hollywood	854	6.58	1.2792	4048	--
keadilan	855	6.58	1.5265	2567	--
terlatih	856	6.58	0.9495	4851	--
pertunjukan	857	6.58	0.9708	1684	--
pulih	858	6.58	1.1796	4458	--
komisi	859	6.58	1.4010	5505	3623
okay	860	6.58	1.1082	336	1701
sex	861	6.58	1.3107	3073	3677
thx	862	6.58	1.1265	--	655
berdua	863	6.58	1.2950	345	1385
gaul	864	6.58	1.0120	--	1342
cnta	865	6.58	1.6174	--	5286
gadget	866	6.58	1.3716	--	5862
halus	867	6.58	1.0120	2502	--
pengertian	868	6.56	1.1457	--	3983
paham	869	6.56	0.9930	915	2524
jelas	870	6.56	1.2803	370	648
#wow	871	6.56	1.2480	--	5242
stabil	872	6.56	1.1457	2451	--
uang	873	6.56	1.1980	209	530
pagiii	874	6.56	1.3426	--	3758
sepakat	875	6.56	0.9723	2896	--
keahlian	876	6.56	1.0529	4019	--
dilindungi	877	6.56	1.2316	4269	--
baruu	878	6.56	1.5928	--	4214
bernilai	879	6.56	1.1278	3706	--
hati	880	6.56	1.2961	246	91
alright	881	6.56	1.2643	3224	--
internasional	882	6.56	1.3118	3181	5366
mengajakku	883	6.56	1.0333	4572	--
bermimpi	884	6.56	1.1095	1505	5500
young	885	6.56	1.1808	3334	3975
bisa	886	6.56	1.2149	18	25
#jujur	887	6.56	1.4450	--	651
maha	888	6.56	1.2316	5147	2641
melindungimu	889	6.56	1.4165	2927	--
sejuta	890	6.56	1.0910	--	3640
pegunungan	891	6.56	1.1808	2912	--
sejati	892	6.54	1.2651	1391	1113
berkenalan	893	6.54	1.1287	4450	--
sobat	894	6.54	1.3734	1083	4796
selamanya	895	6.54	1.4737	695	1345
yogyakarta	896	6.54	1.2324	--	5705
film	897	6.54	1.2969	496	565
king	898	6.54	1.4316	3080	4636
tarian	899	6.54	1.2969	2757	--
perempuanku	900	6.54	1.1988	6042	--
komputer	901	6.54	1.1643	1018	2887
menari	902	6.54	1.0919	1086	--
okee	903	6.54	1.1643	--	1526
done	904	6.54	1.3734	--	389
pemimpin	905	6.54	1.3126	1197	3734
bersamanya	906	6.54	1.1817	1535	4484
kesehatan	907	6.54	1.1466	2514	1757
penyelamatan	908	6.54	1.3734	3596	--
aktif	909	6.54	0.9521	2644	1770
nabi	910	6.54	1.7286	--	6166
bantuan	911	6.54	1.1104	431	2891
praktis	912	6.54	1.1466	4452	--
pencipta	913	6.54	1.3280	5556	--
berwarna	914	6.54	1.0730	3097	--
shalat	915	6.54	2.2243	--	2199
sale	916	6.54	1.2811	--	4944
spa	917	6.54	1.2811	--	1406
memilikinya	918	6.54	0.9733	1601	--
keterampilan	919	6.52	0.9947	4915	--
mengampuni	920	6.52	1.4602	6116	--
smbuh	921	6.52	1.4879	--	4810
bergaul	922	6.52	1.0349	3968	4978
apik	923	6.52	1.1993	--	3019
tenang	924	6.52	1.1292	284	811
berenang	925	6.52	1.0544	1213	3629
belanja	926	6.52	1.1471	4349	3142
girls	927	6.52	1.3285	4316	1570
terlahir	928	6.52	1.1648	4407	--
accept	929	6.52	1.1648	--	4044
pijat	930	6.52	1.3589	5196	--
mamah	931	6.52	1.6318	--	1231
rumah	932	6.52	1.3738	134	188
cincin	933	6.52	1.1292	1105	--
karya	934	6.52	1.0736	2826	4265
rumahku	935	6.52	1.1648	1402	5230
energi	936	6.52	1.1292	1443	5600
spongebob	937	6.52	1.1822	4970	2675
direktur	938	6.52	1.2816	2470	--
diperbolehkan	939	6.52	1.0349	3649	--
plus	940	6.52	0.9528	4766	2734
menenangkan	941	6.52	1.2656	4091	--
muhammad	942	6.52	1.9716	--	4995
minggu	943	6.52	1.4879	354	345
hoho	944	6.52	1.4462	--	2059
meyakinkan	945	6.52	1.0544	2062	--
laku	946	6.52	1.3438	--	2381
android	947	6.52	1.2974	--	1749
efektif	948	6.52	1.1648	4150	--
sipsip	949	6.52	1.4879	--	6227
bersulang	950	6.50	1.1294	2806	--
right	951	6.50	1.1294	1623	1436
kebenarannya	952	6.50	1.2164	4870	--
enakan	953	6.50	1.0351	--	2846
keluargamu	954	6.50	1.4033	1994	--
temenan	955	6.50	0.9949	--	3893
liked	956	6.50	1.1650	--	3642
harvard	957	6.50	1.2330	4013	--
ratu	958	6.50	1.1294	1117	3532
#best_price	959	6.50	1.2330	--	2676
ekstra	960	6.50	1.1112	3674	--
doakan	961	6.50	1.3439	--	3747
martabak	962	6.50	1.1824	--	4927
mencapai	963	6.50	1.1112	881	3793
bingo	964	6.50	1.5940	4173	--
mengerti	965	6.50	1.0738	155	1132
cieeee	966	6.50	1.2976	--	4300
song	967	6.50	1.1995	3563	1141
fans	968	6.50	1.3132	--	701
yeah	969	6.50	1.3286	79	1405
putri	970	6.50	1.3887	758	1682
mauuu	971	6.50	1.2164	--	5211
jumpa	972	6.50	0.7626	661	3780
promo	973	6.50	1.1650	--	1621
muah	974	6.50	1.5017	--	5247
terpenting	975	6.50	1.1294	3431	6162
percayalah	976	6.50	1.0738	1024	2859
suamiku	977	6.50	1.4321	1588	--
berminat	978	6.48	1.3130	--	4049
rose	979	6.48	1.2656	1548	--
penari	980	6.48	0.9947	2505	--
membantumu	981	6.48	1.0544	1159	--
sure	982	6.48	1.2329	--	3158
orangtuamu	983	6.48	1.4320	5578	--
berusaha	984	6.48	1.1822	522	962
pasangannya	985	6.48	1.3438	--	3701
kenaikan	986	6.48	1.4879	6052	--
power	987	6.48	1.2162	4901	3558
dilahirkan	988	6.48	1.1110	2498	--
hidupku	989	6.48	1.2329	644	1736
perempuan	990	6.48	1.2162	502	1703
menolongnya	991	6.48	1.1292	3975	--
heart	992	6.48	1.2162	4133	730
berkomunikasi	993	6.48	1.1292	3288	--
pagii	994	6.48	1.4177	--	1978
hemat	995	6.48	1.1822	--	4629
parodi	996	6.48	1.1822	--	4276
menemuimu	997	6.48	1.0544	2117	--
imajinasi	998	6.48	0.9947	5352	--
bersama	999	6.48	1.0150	211	533
berharap	1000	6.48	1.4602	415	605
eksekutif	1001	6.48	1.1471	5934	--
hi	1002	6.48	1.3438	485	981
penyembuhan	1003	6.48	1.1822	5819	--
mall	1004	6.48	1.1292	--	2550
teknologi	1005	6.48	1.4462	1843	--
play	1006	6.48	1.1648	6034	2504
ok	1007	6.48	1.2329	167	359
isteri	1008	6.48	1.6443	3838	--
sah	1009	6.48	1.2162	3452	4498
juta	1010	6.48	1.2162	693	2008
muehehe	1011	6.46	1.5935	--	5318
tepat	1012	6.46	1.2157	268	1375
hidangan	1013	6.46	1.3881	5367	--
lolos	1014	6.46	1.5012	1816	3843
parody	1015	6.46	1.1988	--	5310
susu	1016	6.46	1.4028	1841	1712
doktor	1017	6.46	1.5147	5807	--
teman2	1018	6.46	0.9304	--	2904
baby	1019	6.46	1.6189	1396	1287
asli	1020	6.46	1.2651	1511	852
mksih	1021	6.46	1.3584	--	2905
kesabaran	1022	6.46	1.7521	5570	2428
sukanya	1023	6.46	1.0343	--	4146
hello	1024	6.46	1.4028	731	985
mengenalmu	1025	6.46	0.9733	2828	--
ilmu	1026	6.46	1.6563	1480	2152
finally	1027	6.46	1.1466	--	4507
ohehe	1028	6.46	1.6807	--	2749
halooo	1029	6.46	1.1104	--	6020
melindunginya	1030	6.46	1.2157	4342	--
jitu	1031	6.46	1.4737	4999	--
ayu	1032	6.46	1.1287	--	960
sipp	1033	6.46	1.4028	--	1645
mum	1034	6.46	1.3881	4321	--
idol	1035	6.46	1.3881	--	3237
concert	1036	6.46	1.1287	--	4075
tunai	1037	6.46	1.2157	2934	--
maksih	1038	6.46	1.6189	--	5960
berbagi	1039	6.46	1.1817	1371	2515
uangku	1040	6.46	1.3126	3324	--
mimpiku	1041	6.46	1.3584	4410	--
deal	1042	6.44	1.1980	--	4467
menginginkanmu	1043	6.44	1.1634	5978	--
terbanyak	1044	6.44	1.0333	--	5737
hhee	1045	6.44	1.7043	--	4952
matahari	1046	6.44	1.4730	619	2128
puncak	1047	6.44	1.2961	2407	2324
tari	1048	6.44	1.1808	3403	--
berfungsi	1049	6.44	1.2961	2318	--
kemanusiaan	1050	6.44	1.5274	4280	--
chance	1051	6.44	1.2149	5698	2654
slmt	1052	6.44	1.4165	--	3694
hobi	1053	6.44	1.0529	--	3358
pertolongan	1054	6.44	1.1634	3413	--
karir	1055	6.44	1.1095	3843	--
ringan	1056	6.44	1.0134	2223	5844
meraih	1057	6.44	1.1095	4172	3729
alkitab	1058	6.44	1.3577	4154	--
makan	1059	6.44	0.9293	174	132
penampilan	1060	6.44	1.0910	3541	3283
murni	1061	6.44	1.2316	2159	--
kudapatkan	1062	6.44	1.1095	3992	--
pemulihan	1063	6.44	1.5005	6029	--
morning	1064	6.44	1.0333	--	344
kelar	1065	6.44	1.2316	--	2680
siip	1066	6.44	1.0721	--	2051
bangkit	1067	6.44	1.3118	2447	3273
hamil	1068	6.44	1.5407	1827	3255
universitas	1069	6.44	1.1980	2238	5290
mobilku	1070	6.44	1.0910	2390	--
sarapan	1071	6.42	1.1265	1702	1441
understand	1072	6.42	1.2137	--	3679
kakek	1073	6.42	1.3262	1177	3516
kudus	1074	6.42	1.4010	3853	--
jum'at	1075	6.42	1.3716	--	1897
membantu	1076	6.42	1.3864	249	2544
raja	1077	6.42	1.4155	403	2694
gebetan	1078	6.42	1.5530	--	2673
sandwich	1079	6.42	1.2304	3266	--
memimpin	1080	6.42	0.9708	1067	--
yuuk	1081	6.42	1.1265	--	3396
menghidupkan	1082	6.42	1.1968	5105	--
summer	1083	6.42	1.4155	5903	--
ketemuan	1084	6.42	1.0897	--	4070
banyak	1085	6.42	1.2137	75	128
keinginan	1086	6.42	1.2137	1914	1995
pede	1087	6.42	1.4155	--	2973
naluri	1088	6.42	1.1796	4896	--
parade	1089	6.42	1.2631	4839	--
memasak	1090	6.42	1.0319	2028	--
okey	1091	6.42	1.3262	3290	2237
steak	1092	6.42	1.2469	5135	--
diberi	1093	6.42	1.2137	2228	3253
maju	1094	6.42	1.0120	780	2127
bertemu	1095	6.42	1.2137	197	1839
terbit	1096	6.42	1.0897	3730	--
kristus	1097	6.42	1.9388	1645	--
tidurr	1098	6.42	1.2950	--	4778
hhaaa	1099	6.42	1.9388	--	5763
temanku	1100	6.42	1.0708	741	--
kenalan	1101	6.42	1.0120	--	2759
baiknya	1102	6.42	1.1622	2622	5530
wanita	1103	6.42	1.1445	189	316
memberi	1104	6.42	1.1796	346	1217
pro	1105	6.42	1.3415	--	5372
kejuaraan	1106	6.42	1.0515	6093	--
alam	1107	6.42	1.1968	794	2227
minat	1108	6.42	1.0708	5547	3645
anak-anak	1109	6.42	1.2631	--	4696
nonton	1110	6.42	1.2469	2404	234
dewi	1111	6.40	1.1066	4662	2788
sirkus	1112	6.40	1.3401	4088	--
kubantu	1113	6.40	1.2936	2253	--
pendidikan	1114	6.40	1.0498	3961	4966
lagu	1115	6.40	1.2936	740	251
facebook	1116	6.40	1.0880	2911	716
dimengerti	1117	6.40	1.0690	3003	5756
terjawab	1118	6.40	1.0690	5353	--
teratur	1119	6.40	1.1429	5545	--
seni	1120	6.40	1.0302	1246	3402
ayo	1121	6.40	1.1249	58	281
alloh	1122	6.40	2.1759	--	3317
tmn2	1123	6.40	1.5908	--	4454
rangking	1124	6.40	1.1249	--	3525
reunian	1125	6.40	1.7728	--	6224
mengembangkan	1126	6.40	1.0302	3622	--
wkw	1127	6.40	1.1952	--	2369
untukmu	1128	6.40	0.9476	340	1401
bermakna	1129	6.40	1.0302	--	5313
denganku	1130	6.40	1.3093	456	--
minuman	1131	6.40	1.3093	1167	4660
menemukan	1132	6.40	1.0102	168	2362
ngumpul	1133	6.40	1.0690	--	2026
kutemukan	1134	6.40	1.0880	3362	--
renang	1135	6.40	1.1066	3299	2706
new	1136	6.40	1.2289	670	156
menghemat	1137	6.40	1.3702	5348	--
keseimbangan	1138	6.40	1.0880	4607	--
ahah	1139	6.40	1.6162	--	3935
taman	1140	6.40	1.1066	1210	2789
mengundang	1141	6.40	0.9258	2341	--
dewasa	1142	6.40	1.1249	970	1363
halo	1143	6.40	1.1429	232	1250
anak2	1144	6.40	1.1429	--	1635
dibeliin	1145	6.40	1.4428	--	5782
disiplin	1146	6.40	1.3248	5063	--
imam	1147	6.40	1.3401	4210	5885
gelar	1148	6.40	1.0690	3958	2705
mitra	1149	6.40	1.0302	3537	--
samasama	1150	6.40	1.1249	--	1603
doain	1151	6.40	1.2617	--	1735
wish	1152	6.40	1.3553	--	729
subhanallah	1153	6.40	2.2223	--	5347
light	1154	6.40	1.1066	--	5144
putraku	1155	6.40	1.1780	3399	--
dukung	1156	6.40	1.0498	--	1921
menyambut	1157	6.40	0.9689	3422	4813
kembang	1158	6.38	1.1933	4115	1932
melahirkan	1159	6.38	1.5894	2755	--
bersaudara	1160	6.38	1.1586	4612	--
sepasang	1161	6.38	1.1229	2754	--
tegar	1162	6.38	1.2919	--	2750
pejuang	1163	6.38	1.4270	2566	--
komitmen	1164	6.38	1.1409	5459	--
bisnis	1165	6.38	1.0476	582	2409
ngefans	1166	6.38	1.2599	--	2683
adikku	1167	6.38	1.1229	1537	--
partner	1168	6.38	1.2436	3014	--
menggelikan	1169	6.38	1.5238	5026	--
kesepakatan	1170	6.38	1.1045	1376	--
bepergian	1171	6.38	1.1045	2773	--
lukisan	1172	6.38	1.1229	1957	--
mengajariku	1173	6.38	1.0859	4185	--
mengijinkan	1174	6.38	1.1586	4435	--
salam	1175	6.38	1.0079	1620	569
pagi	1176	6.38	1.0079	270	119
percayai	1177	6.38	0.9875	5069	--
batik	1178	6.38	1.4412	--	3795
baek	1179	6.38	1.3686	--	1783
terbuka	1180	6.38	1.0280	667	3319
raih	1181	6.38	1.1229	--	4455
puteri	1182	6.38	1.0859	2277	--
layak	1183	6.36	1.3056	1195	4980
mal	1184	6.36	1.0645	4756	5517
terbang	1185	6.36	1.2578	478	2125
eksis	1186	6.36	1.2081	--	1838
friday	1187	6.36	1.4251	--	2821
boleh	1188	6.36	0.9848	225	183
anak	1189	6.36	1.4535	80	111
mendapat	1190	6.36	1.3667	392	2955
seniman	1191	6.36	1.1021	3778	--
penemuan	1192	6.36	0.9205	2077	--
doraemon	1193	6.36	1.1205	--	3286
hatimu	1194	6.36	1.2578	2278	714
ladies	1195	6.36	1.1563	2583	--
hai	1196	6.36	1.0645	290	490
istirahatlah	1197	6.36	1.1739	6236	--
putrinya	1198	6.36	1.0451	3146	--
bernapas	1199	6.36	1.2249	1807	--
performance	1200	6.36	1.3516	--	5747
mauu	1201	6.36	1.1021	--	2735
sleep	1202	6.36	1.3211	--	1413
ayooo	1203	6.36	0.9205	--	2533
kehidupanku	1204	6.36	1.1739	5813	--
menyatukan	1205	6.36	1.0645	5392	--
mengajakmu	1206	6.36	0.9424	4721	--
international	1207	6.36	1.3056	--	5052
baiklah	1208	6.36	0.7494	110	5971
fine	1209	6.36	1.4107	3255	2004
model	1210	6.36	1.2081	2130	2099
hatiku	1211	6.36	1.4813	1585	578
sing	1212	6.36	1.2415	4804	758
putrimu	1213	6.36	1.1911	3580	--
mendengarkanku	1214	6.34	1.3188	3579	--
bergabung	1215	6.34	1.0422	680	--
mimpi	1216	6.34	1.3644	589	577
jempol	1217	6.34	1.2715	--	3378
lbur	1218	6.34	1.6364	--	4875
meet	1219	6.34	0.9607	--	2592
bapa	1220	6.34	1.2056	1452	3919
menjemputku	1221	6.34	1.2390	5571	--
rasional	1222	6.34	1.1886	5818	--
menyelesaikannya	1223	6.34	1.2554	2833	--
meningkatkan	1224	6.34	1.1178	2395	--
usaha	1225	6.34	1.1178	1751	1562
yahoo	1226	6.34	1.1537	2381	4413
membangun	1227	6.34	1.1178	988	5019
future	1228	6.34	1.1359	--	5197
kebun	1229	6.34	0.9607	1977	--
mampu	1230	6.34	1.1359	942	677
cewek	1231	6.34	1.2390	1564	411
sister	1232	6.34	1.2554	4166	4301
kesadaran	1233	6.34	1.3793	5729	--
sosial	1234	6.34	1.0616	3207	3910
syg	1235	6.34	1.5467	--	370
berkumpul	1236	6.34	0.8715	1943	--
japan	1237	6.34	1.3644	--	4054
master	1238	6.34	1.3188	804	--
ketemu	1239	6.34	1.0994	1285	363
ipod	1240	6.34	1.3793	--	2246
salju	1241	6.34	1.0022	1676	5269
bantuanmu	1242	6.34	1.1537	2187	--
brani	1243	6.34	1.0806	--	3634
siap	1244	6.34	0.9607	201	412
manajer	1245	6.34	1.3342	2795	--
pengusaha	1246	6.34	1.1713	5408	--
ipad	1247	6.34	1.2554	--	2342
kakak	1248	6.34	1.2224	895	271
ditambah	1249	6.34	1.0806	3254	6062
english	1250	6.34	1.3342	--	4140
pendekatan	1251	6.34	1.0994	3932	--
tips	1252	6.34	1.1713	--	2242
ria	1253	6.34	1.5467	--	3595
dongeng	1254	6.32	1.1328	3251	--
haloo	1255	6.32	1.4348	--	3543
tinggi	1256	6.32	1.2196	411	902
saudara	1257	6.32	1.2848	513	3608
merry	1258	6.32	1.3619	4602	685
reputasi	1259	6.32	1.1147	4099	--
fame	1260	6.32	1.2196	--	5702
100rb	1261	6.32	1.3619	--	4721
keluarganya	1262	6.32	1.2196	2198	--
buah	1263	6.32	1.1856	1570	1742
menemukanmu	1264	6.32	1.0388	2831	--
donat	1265	6.32	1.0583	4821	--
spesialis	1266	6.32	1.1856	5568	--
bantu	1267	6.32	1.0583	595	643
menjagamu	1268	6.32	1.1683	3881	--
mandi	1269	6.32	1.0190	737	273
besar	1270	6.32	1.0388	117	497
kakekku	1271	6.32	1.1683	4412	--
hits	1272	6.32	1.2688	--	2976
tegas	1273	6.32	1.3161	5550	5200
fitri	1274	6.32	1.6343	--	6060
rame	1275	6.32	1.4907	--	681
liberty	1276	6.32	1.2688	5690	--
nyokap	1277	6.32	1.7195	--	1656
internet	1278	6.32	1.1856	2765	1926
kakakku	1279	6.32	1.0774	1962	--
emak	1280	6.32	1.5836	--	1474
diundang	1281	6.32	0.8676	3185	--
main	1282	6.32	1.3005	748	221
rest	1283	6.32	1.2848	--	4808
bakso	1284	6.32	1.3915	--	1972
sanggup	1285	6.32	1.1147	2991	2482
born	1286	6.32	1.3915	--	5080
menjelajahi	1287	6.32	1.0962	5553	--
arsitek	1288	6.32	1.2526	5791	--
surya	1289	6.32	1.0962	3002	4667
berbelanja	1290	6.32	0.9570	5894	--
putih	1291	6.30	1.2164	658	1105
membeli	1292	6.30	1.1473	651	5707
original	1293	6.30	1.1473	--	3821
cieee	1294	6.30	1.4604	--	1517
woman	1295	6.30	1.2817	4783	4639
aset	1296	6.30	1.2976	5159	--
logis	1297	6.30	1.0351	5356	--
bioskop	1298	6.30	1.0546	3283	5376
luas	1299	6.30	1.0351	2146	6048
menjaga	1300	6.30	1.0546	591	2177
mendapatkannya	1301	6.30	1.2657	503	--
sejujurnya	1302	6.30	1.1995	2780	--
merawat	1303	6.30	1.0926	2936	--
apel	1304	6.30	1.1112	2708	6039
baikku	1305	6.30	1.1473	4624	--
bener	1306	6.30	0.9313	--	272
jesus	1307	6.30	2.0923	1543	3984
keju	1308	6.30	1.0351	2469	--
berjuang	1309	6.30	1.3887	1161	3090
memahami	1310	6.30	1.0152	1016	3878
konser	1311	6.30	1.2817	3575	1764
perform	1312	6.30	1.1473	--	1806
mancung	1313	6.30	1.1995	--	5067
girl	1314	6.30	0.9949	2500	1128
mengudara	1315	6.30	1.0152	5156	--
bumi	1316	6.30	1.2164	409	1768
promise	1317	6.30	1.1112	--	5004
modal	1318	6.30	1.3590	--	3473
cewe	1319	6.30	1.4880	--	570
bapak	1320	6.30	1.3740	1552	1063
holly	1321	6.30	1.3887	2887	--
yank	1322	6.30	1.5551	--	1430
kunjungan	1323	6.30	1.2976	3470	--
simple	1324	6.30	1.0152	--	2403
say	1325	6.30	1.2817	2969	340
samsung	1326	6.30	1.3439	--	3139
langit	1327	6.30	1.1473	984	1780
menjanjikan	1328	6.30	1.2817	3999	--
bernafas	1329	6.30	1.2817	1793	--
