Word	HappRank	Havg	StDev	Gweb_Rank	TwitterRank	Gbook_Rank
ideas	617	7.38	1.1409	1233	2430	496
conocimiento	618	7.38	1.1229	859	--	454
december	619	7.38	1.6022	4494	--	--
súper	620	7.38	1.0859	--	1919	--
musicales	621	7.38	1.3076	1401	--	--
femenino	622	7.38	1.3076	3522	--	4201
gana	623	7.38	1.4553	2306	1016	4303
máximo	624	7.38	1.2436	1337	2501	1628
maestría	625	7.38	1.3076	5052	--	--
beatles	626	7.38	1.5894	--	4816	--
honor	627	7.38	1.3384	3110	2748	1077
familiares	628	7.38	1.3981	2333	2332	2082
matrimonio	629	7.38	1.4126	2782	3807	1305
better	630	7.38	1.2436	--	950	--
señorita	631	7.38	1.2436	--	3170	--
boda	632	7.38	1.7830	3430	3829	--
cenar	633	7.38	1.0476	--	1331	--
mejor	634	7.38	1.1586	122	46	224
útil	635	7.38	1.0859	1123	--	2017
ganas	636	7.38	1.1933	2462	238	--
gane	637	7.38	1.6149	--	2290	--
restaurante	638	7.38	1.1409	1901	--	--
sun	639	7.38	1.2103	4712	4669	--
angeles	640	7.38	1.2919	3135	--	--
bañarme	641	7.38	1.1761	--	4995	--
maximo	642	7.38	1.2760	--	2546	--
travel	643	7.38	1.2599	4584	--	--
health	644	7.38	1.1761	3486	--	--
flan	645	7.38	1.3076	--	4794	--
bendiciones	646	7.36	1.6874	--	218	--
cultura	647	7.36	1.2249	314	3470	324
palomitas	648	7.36	1.1739	--	5138	--
ganando	649	7.36	1.0254	--	3802	--
eficiente	650	7.36	1.3365	4903	--	4636
destacados	651	7.36	1.2578	2769	--	--
baila	652	7.36	1.2578	--	2591	--
aprobación	653	7.36	1.0053	2801	--	2041
abuelo	654	7.36	1.5618	--	2088	--
ecología	655	7.36	1.1739	4948	--	--
idea	656	7.36	1.1911	954	683	420
mejores	657	7.36	1.1205	529	222	1165
hahahahahaha	658	7.36	2.0875	--	2451	--
cancion	659	7.36	1.3211	2629	631	--
great	660	7.36	1.6132	4831	496	--
saludar	661	7.36	1.0645	--	4046	--
flor	662	7.36	1.0451	3437	2486	2662
ideales	663	7.36	1.0254	--	--	3247
soñé	664	7.36	1.0254	--	4803	--
existir	665	7.36	1.1911	5312	3186	2437
siesta	666	7.36	1.2578	--	1410	--
sueldo	667	7.36	1.2249	5122	--	2850
piano	668	7.36	1.2415	4775	2811	--
jajaaj	669	7.36	1.7233	--	3516	--
#felizaño	670	7.36	1.8926	--	2165	--
prospero	671	7.36	1.3962	--	2470	--
autonomía	672	7.36	1.2578	4231	--	1986
abundantes	673	7.36	1.1739	--	--	4777
artística	674	7.36	1.2249	--	--	3446
bosque	675	7.36	1.2415	3346	--	3026
satisfacer	676	7.34	1.3342	--	--	2600
amanecer	677	7.34	1.2390	--	755	--
sincero	678	7.34	1.2390	--	3128	--
bebe	679	7.34	1.4930	4754	685	--
pacífico	680	7.34	1.2056	--	--	2563
emociones	681	7.34	1.2056	--	4174	--
avanzar	682	7.34	1.0994	5227	--	5112
alegro	683	7.34	1.4230	--	1729	--
latinoamericana	684	7.34	1.2554	--	--	3463
cantante	685	7.34	0.8715	3213	3034	--
niñas	686	7.34	1.1178	3347	1731	4262
metas	687	7.34	1.2224	3947	729	4486
igualdad	688	7.34	1.1537	3132	--	2021
bailando	689	7.34	1.6734	--	1071	--
corazon	690	7.34	1.2715	3423	539	4873
desayunando	691	7.34	0.9172	--	3499	--
arte	692	7.34	1.4230	418	2110	457
libros	693	7.34	1.2390	338	2690	616
oportunidad	694	7.34	1.1359	1333	1100	1290
plantas	695	7.34	1.0422	1240	--	1446
tecnologia	696	7.34	1.2390	3340	--	--
enseñanza	697	7.34	1.0616	1708	--	780
volando	698	7.34	1.1178	--	3912	--
bueno	699	7.34	1.2390	318	78	1111
apoyar	700	7.34	1.0994	4030	--	4665
dibujo	701	7.34	1.1713	3239	--	3840
games	702	7.34	1.2056	3290	--	--
excited	703	7.34	1.2554	--	4706	--
photos	704	7.34	1.2715	3756	--	--
hogares	705	7.34	1.2715	4728	--	3637
juegan	706	7.34	1.1359	--	5103	--
buenos	707	7.34	1.1886	299	208	233
almorzar	708	7.32	1.0388	--	3773	--
unidos	709	7.32	1.2526	478	3271	320
brother	710	7.32	1.1856	--	2726	--
intensamente	711	7.32	1.1328	--	3745	--
dignidad	712	7.32	1.3768	--	3615	1952
talento	713	7.32	1.1507	4815	2751	3223
dance	714	7.32	1.4630	4780	2792	--
jugando	715	7.32	1.1683	5314	893	--
ajajaj	716	7.32	1.9213	--	2530	--
alegra	717	7.32	1.1507	--	3228	--
admirable	718	7.32	1.2526	--	--	4014
hello	719	7.32	1.1507	--	1321	--
hijos	720	7.32	1.5312	1111	995	487
Ángel	721	7.32	1.6591	2879	--	2899
bebes	722	7.32	1.5312	5099	3410	--
planeta	723	7.32	1.3768	1969	2356	4592
lograr	724	7.32	1.1328	1965	2484	1214
agrada	725	7.32	1.0962	--	4435	--
orgullosa	726	7.32	1.4630	--	2294	--
desayunar	727	7.32	0.9355	--	1880	--
play	728	7.32	1.0962	2930	1786	--
padre	729	7.32	1.7195	1013	634	285
libro	730	7.32	1.0774	407	934	255
duermes	731	7.32	1.3619	--	2419	--
hahah	732	7.32	1.6343	--	1287	--
ajjaja	733	7.30	1.3286	--	4157	--
brindis	734	7.30	1.3439	--	2630	--
novio	735	7.30	1.6690	4582	387	--
saludos	736	7.30	1.0926	603	313	--
million	737	7.30	1.4178	--	1004	--
duerme	738	7.30	1.3590	--	1901	--
querer	739	7.30	1.3740	4484	779	2849
heart	740	7.30	1.4743	--	1301	--
fotografías	741	7.30	1.1294	2315	--	--
computadora	742	7.30	1.2817	3734	3937	--
liderazgo	743	7.30	1.2330	4896	--	--
poemas	744	7.30	1.1995	2871	--	2380
wow	745	7.30	1.5286	--	966	--
independencia	746	7.30	1.1473	2956	--	650
jiji	747	7.30	1.6067	--	1265	--
guitarra	748	7.30	1.0738	2275	3196	--
nintendo	749	7.30	1.4321	2174	--	--
sorprendeme	750	7.30	1.4178	--	5208	--
nuevoooo	751	7.30	1.7053	--	3524	--
exelente	752	7.30	2.1595	--	4062	--
fortalecimiento	753	7.30	1.2330	5151	--	--
siiiiii	754	7.30	1.2817	--	3776	--
nacimiento	755	7.30	1.3286	2481	--	1823
simpson	756	7.30	1.2495	--	2282	--
oportunidades	757	7.30	1.1473	2095	2288	2795
femenina	758	7.30	1.2976	4957	--	4008
cuento	759	7.30	1.2657	2708	1082	2589
energia	760	7.30	1.1294	--	4225	--
jardin	761	7.30	1.4178	4269	--	--
beneficios	762	7.28	1.1436	1814	--	1503
simpsons	763	7.28	1.7384	--	4279	--
eficacia	764	7.28	1.2943	3974	--	2264
papi	765	7.28	1.6665	--	1464	--
girls	766	7.28	1.4714	--	2382	--
humanidad	767	7.28	1.4434	3597	4535	1444
labios	768	7.28	1.1613	--	1468	2708
gol	769	7.28	1.5258	4115	2962	--
espiritual	770	7.28	1.5784	4729	--	1449
hermanas	771	7.28	1.2296	--	3299	4998
danza	772	7.28	1.2461	2912	--	4864
voluntad	773	7.28	1.0698	2868	3396	580
expedición	774	7.28	1.1073	--	--	1985
ducha	775	7.28	1.3708	--	2383	--
nació	776	7.28	1.2296	4060	4297	1958
concert	777	7.28	1.5913	--	5218	--
parejas	778	7.28	1.2461	4140	--	--
equidad	779	7.28	1.1959	--	--	5180
fotografía	780	7.28	1.1787	1100	--	5108
salvar	781	7.28	1.0887	--	5223	3307
aceptar	782	7.28	1.2461	3742	3100	1926
graciass	783	7.28	1.6908	--	4369	--
bodas	784	7.28	1.4852	3144	--	--
manzana	785	7.28	1.2296	--	3809	--
atardecer	786	7.28	1.5654	--	5087	--
color	787	7.28	1.1959	588	1409	929
jijiji	788	7.28	1.5913	--	1978	--
show	789	7.26	1.1214	1468	1080	--
espectáculos	790	7.26	1.2257	2706	--	--
aire	791	7.26	1.0844	802	1158	928
aniversario	792	7.26	1.1572	3064	2683	--
like	793	7.26	1.3822	3388	371	--
auténtica	794	7.26	1.1031	--	--	4405
contigo	795	7.26	1.0844	3203	288	--
estrenos	796	7.26	1.3524	3015	--	--
art	797	7.26	1.3969	869	--	221
campeonato	798	7.26	1.2586	3330	--	--
perfume	799	7.26	1.3524	--	4564	--
angel	800	7.26	1.5493	1606	2600	4895
jesucristo	801	7.26	1.9358	--	--	4031
siiiii	802	7.26	1.6264	--	2161	--
gold	803	7.26	1.7001	3941	--	--
super	804	7.26	1.2423	1177	336	--
universitario	805	7.26	1.1920	2789	--	3397
habilidad	806	7.26	1.1031	--	--	3966
compartir	807	7.26	0.9858	879	1767	--
casa	808	7.26	1.4682	148	89	190
compañero	809	7.26	1.0654	4339	4058	2767
interesantes	810	7.26	1.1572	2435	--	3925
magia	811	7.26	1.1747	3415	3073	--
jajajjaa	812	7.26	2.2661	--	4165	--
whisky	813	7.26	1.5754	--	2369	--
relacion	814	7.26	1.4820	--	3882	--
felicidade	815	7.26	1.6880	--	5155	--
especial	816	7.26	1.2747	500	458	490
museo	817	7.26	1.4957	1636	--	1917
gusto	818	7.26	1.2090	1864	557	1466
holaaaa	819	7.26	1.5754	--	4754	--
foto	820	7.26	1.2257	300	230	5241
soñe	821	7.26	1.3219	--	4890	--
cama	822	7.24	1.2867	2826	305	2856
progreso	823	7.24	1.3024	4117	4346	1074
crear	824	7.24	1.2382	589	3437	1284
original	825	7.24	1.2545	769	2214	1145
profesionales	826	7.24	1.2545	693	--	1840
animación	827	7.24	1.0606	3295	--	--
ingenio	828	7.24	1.0797	--	--	3714
deseo	829	7.24	1.0214	1894	180	935
respirar	830	7.24	1.0797	--	3362	--
museos	831	7.24	1.1704	4240	--	--
humildad	832	7.24	1.4647	--	4278	--
fieles	833	7.24	1.6606	--	--	3415
universidad	834	7.24	1.3486	259	3786	298
together	835	7.24	1.2545	--	3072	--
almuerzo	836	7.24	0.9806	--	2905	--
1º	837	7.24	1.5328	--	2975	--
jóvenes	838	7.24	1.1704	1113	3654	945
playstation	839	7.24	1.4223	2137	--	--
apuesto	840	7.24	1.2867	--	4690	--
cute	841	7.24	1.2707	--	3119	--
natural	842	7.24	1.0606	883	3098	481
sexualidad	843	7.24	1.0214	4199	--	--
perro	844	7.24	1.5722	2513	758	4150
liberación	845	7.24	1.0412	--	--	2222
tolerancia	846	7.24	1.2048	--	--	5131
aspiraciones	847	7.24	1.1528	--	--	3473
pensamientos	848	7.24	1.3786	5089	2464	3368
holaaa	849	7.24	1.6107	--	3112	--
poética	850	7.22	1.2501	--	--	2634
nueva	851	7.22	1.0746	138	267	164
destacar	852	7.22	1.2171	3118	--	2905
imaginas	853	7.22	1.2824	--	4259	--
dama	854	7.22	1.1301	--	--	4924
valorar	855	7.22	1.1119	3401	4464	--
dólares	856	7.22	1.4886	1571	--	1504
almohada	857	7.22	1.2337	--	4329	--
vinos	858	7.22	1.1830	3267	--	--
jejejej	859	7.22	1.4039	--	5255	--
adoroo	860	7.22	1.5158	--	4999	--
modelos	861	7.22	1.1657	1122	--	2120
amanece	862	7.22	1.2982	--	4859	--
aplauso	863	7.22	0.9957	--	2415	--
leer	864	7.22	1.4184	573	780	1729
muchísimo	865	7.22	1.1830	--	2819	--
#añonuevo	866	7.22	1.8767	--	4625	--
hijas	867	7.22	1.2002	--	--	3997
jajaj	868	7.22	1.2982	--	328	--
disney	869	7.22	1.6073	4013	1432	--
conmigo	870	7.22	1.1301	3128	368	3202
divina	871	7.22	1.3138	--	3791	2480
facilidad	872	7.22	1.1830	5026	--	2889
abundante	873	7.22	1.2171	--	--	3480
spa	874	7.22	1.4886	3905	--	--
descansa	875	7.20	1.3553	--	3118	--
culturales	876	7.20	1.2454	1947	--	1374
tierno	877	7.20	1.3702	--	2506	--
méritos	878	7.20	1.3851	--	--	4312
feria	879	7.20	1.3851	2052	--	--
congrats	880	7.20	1.2617	--	2488	--
diciembre	881	7.20	1.6537	320	767	455
#felizaño2012	882	7.20	1.9272	--	3575	--
aceptación	883	7.20	1.3702	2560	--	2976
convivencia	884	7.20	1.2778	4239	--	4491
modernos	885	7.20	1.3248	--	--	3041
water	886	7.20	1.4846	--	5245	--
#videogames	887	7.20	1.8183	--	3095	--
true	888	7.20	1.2289	--	1277	--
wikipedia	889	7.20	1.3401	376	--	--
correcto	890	7.20	1.3093	4088	3449	--
ética	891	7.20	1.1780	--	--	3476
vanguardia	892	7.20	1.2289	--	--	4168
artistas	893	7.20	1.2778	1208	4436	2885
grandes	894	7.20	1.3553	553	648	205
quierooo	895	7.20	1.8295	--	2581	--
correctamente	896	7.20	1.2454	3747	--	--
durmiendo	897	7.20	1.3093	--	832	--
dios	898	7.20	1.9483	480	88	184
gustas	899	7.20	1.2289	--	2016	--
comics	900	7.20	1.3248	2421	--	--
adelante	901	7.20	1.2289	1700	1256	721
aprendizaje	902	7.20	1.4142	1883	--	2519
coche	903	7.20	1.4569	956	2036	5067
niña	904	7.20	1.2778	2665	737	3005
verte	905	7.20	1.3093	--	642	--
apreciar	906	7.20	1.2122	--	--	3424
ahorro	907	7.20	1.3997	3024	--	3155
cool	908	7.18	1.4525	--	1903	--
nuevoo	909	7.18	1.7692	--	1591	--
inolvidables	910	7.18	1.2403	--	2919	--
titulado	911	7.18	1.4803	--	--	4351
millones	912	7.18	1.5739	495	833	476
educación	913	7.18	1.2403	215	3054	302
pensar	914	7.18	1.3200	1658	434	871
jojojo	915	7.18	1.8035	--	4091	--
mom	916	7.18	1.4803	--	4229	--
payday	917	7.18	1.8811	--	4102	--
sentimiento	918	7.18	1.0631	5281	1928	1334
verdadera	919	7.18	1.1192	3725	2555	1017
productivo	920	7.18	1.4941	--	--	4046
patrimonio	921	7.18	1.5477	1938	--	2234
beneficio	922	7.18	1.1192	2749	--	1306
interesante	923	7.18	0.9190	1107	1541	1534
justicia	924	7.18	1.5609	873	2729	360
#feliz2012	925	7.18	1.7692	--	958	--
turística	926	7.18	1.1551	4818	--	--
destacado	927	7.18	1.1726	3886	--	--
quieroooo	928	7.18	1.8811	--	4504	--
océano	929	7.18	1.5211	--	--	4599
mejoramiento	930	7.18	1.1899	4688	--	3490
teatro	931	7.18	1.2567	1024	4416	850
alcanzar	932	7.18	1.3656	2853	4273	1522
cuentos	933	7.18	1.1726	2800	--	2955
ascenso	934	7.18	1.5609	--	--	4959
divino	935	7.18	1.6622	--	4977	2774
genio	936	7.18	1.5996	--	2700	2908
computadoras	937	7.18	1.0631	2739	--	--
gustan	938	7.18	1.1008	3813	852	--
saber	939	7.18	1.2070	535	314	507
lujo	940	7.18	1.5211	2863	3735	4802
fácil	941	7.18	1.1726	1365	1008	1038
resuelto	942	7.16	1.4194	--	--	2978
sorprende	943	7.16	1.1669	--	4616	--
caballero	944	7.16	1.3756	3781	4079	1745
viajeros	945	7.16	1.2513	3282	--	--
jejej	946	7.16	1.3303	--	2900	--
chica	947	7.16	1.2675	974	733	--
gano	948	7.16	1.3456	--	2722	--
thank	949	7.16	1.5954	--	597	--
universitaria	950	7.16	1.2675	2751	--	2466
digno	951	7.16	1.1843	--	--	2878
favorable	952	7.16	1.1314	--	--	2469
azúcar	953	7.16	1.2349	4833	--	2468
higiene	954	7.16	1.4896	4380	--	4815
fauna	955	7.16	1.2014	4304	--	--
unido	956	7.16	1.1669	1339	--	3053
paseo	957	7.16	1.1843	3035	2790	--
respetar	958	7.16	1.0373	--	--	5058
bonos	959	7.16	1.2835	--	--	4789
verdaderos	960	7.16	1.1493	--	5204	3178
comiendo	961	7.16	1.2014	--	666	--
spanish	962	7.16	1.4049	1888	4485	--
graciias	963	7.16	1.8111	--	2491	--
siii	964	7.16	1.8883	--	553	--
invento	965	7.16	1.4479	--	4726	--
tú	966	7.16	1.3303	1092	262	1341
sii	967	7.16	1.6704	--	351	--
sabor	968	7.16	1.1493	4213	2696	5169
jajja	969	7.14	1.6904	--	1745	--
fotos	970	7.14	1.1068	99	269	--
quiero	971	7.14	1.1068	506	42	1179
existencia	972	7.14	1.1608	1809	--	467
canto	973	7.14	1.1954	3541	2339	2197
aprendí	974	7.14	1.2124	--	2089	--
union	975	7.14	1.1430	5239	--	--
cafe	976	7.14	1.4848	--	2797	--
valor	977	7.14	1.3554	533	1895	241
profesional	978	7.14	1.4287	578	4828	1533
paris	979	7.14	1.6538	2762	3716	5150
nice	980	7.14	1.2779	--	1641	--
book	981	7.14	1.3554	4360	--	--
experiencia	982	7.14	1.0882	505	2529	630
fuerte	983	7.14	1.0304	1375	485	699
rapidez	984	7.14	1.1608	--	--	4389
descubrir	985	7.14	1.1430	2887	4821	2649
actitud	986	7.14	1.2456	3168	1407	843
buenas	987	7.14	0.9691	1355	194	1801
juvenil	988	7.14	1.1430	2957	--	--
biblioteca	989	7.14	1.6289	823	--	1152
queso	990	7.14	1.1608	5049	2714	--
broma	991	7.14	1.4429	--	1648	--
parque	992	7.14	1.1250	1236	1972	3439
mejorar	993	7.14	1.1250	1062	3233	2129
verdaderamente	994	7.14	1.3554	--	--	2444
vino	995	7.12	1.1183	1905	802	961
deporte	996	7.12	1.4377	1136	3322	--
posibilidades	997	7.12	1.0622	2394	--	1264
quieroo	998	7.12	1.4377	--	1806	--
haha	999	7.12	1.5338	--	219	--
transparencia	1000	7.12	1.1364	2354	--	--
dormirme	1001	7.12	1.3944	--	4033	--
fácilmente	1002	7.12	1.2061	4745	--	2191
comedor	1003	7.12	1.2061	4150	--	--
suave	1004	7.12	1.1183	--	4386	4162
nieve	1005	7.12	1.4090	4909	--	--
elegida	1006	7.12	1.0812	4033	--	--
alma	1007	7.12	1.7916	1721	827	575
avanzado	1008	7.12	1.1718	3252	--	--
lago	1009	7.12	1.2558	4090	--	3230
especiales	1010	7.12	1.1718	671	3361	1459
eficiencia	1011	7.12	1.2879	3670	--	3235
conocimientos	1012	7.12	1.3192	1693	--	1443
cualidades	1013	7.12	0.9613	--	--	2839
goles	1014	7.12	1.6117	4274	--	--
emocion	1015	7.12	1.3649	--	3742	--
reflexión	1016	7.12	1.2558	4024	--	2428
intelectuales	1017	7.12	1.4234	--	--	2200
comprendido	1018	7.12	1.1718	--	--	4087
vuelo	1019	7.12	1.1542	2982	4298	3940
favorites	1020	7.12	1.6616	3889	--	--
comer	1021	7.12	1.3346	2210	244	2306
piernas	1022	7.12	1.2061	5234	2032	4263
humano	1023	7.10	1.1995	1286	1643	768
audi	1024	7.10	1.4463	3632	--	--
salsa	1025	7.10	1.4321	3489	2553	--
fruto	1026	7.10	1.0738	--	--	2053
money	1027	7.10	1.5940	--	1091	--
peces	1028	7.10	1.2164	4840	--	--
desear	1029	7.10	1.2330	--	2849	--
emprender	1030	7.10	1.1112	--	--	4664
experiencias	1031	7.10	1.1294	2171	4197	1984
casita	1032	7.10	1.1473	--	1442	--
comunicación	1033	7.10	1.2330	502	--	772
infinito	1034	7.10	1.7173	--	4106	4272
saluda	1035	7.10	1.1650	--	5296	--
forever	1036	7.10	1.5286	--	646	--
prestigio	1037	7.10	1.5017	--	--	2520
chido	1038	7.10	1.5551	--	3232	--
fotografia	1039	7.10	1.4880	3827	--	--
disponible	1040	7.10	1.2657	925	1825	5111
apreciación	1041	7.10	1.1650	--	--	4968
activo	1042	7.10	0.9949	2257	3695	2502
posible	1043	7.10	1.1112	569	1110	237
alimento	1044	7.10	1.2657	--	--	4189
seguridad	1045	7.10	1.5286	165	2948	582
cumplido	1046	7.10	1.0152	--	--	2879
rei	1047	7.10	1.4463	--	5153	--
canada	1048	7.10	1.5017	3639	--	--
joyas	1049	7.10	1.3439	2815	--	--
elegido	1050	7.10	1.2657	4960	--	2985
hija	1051	7.10	1.4033	2744	1036	1414
soy	1052	7.10	1.4321	359	87	1187
futuro	1053	7.10	1.3439	968	898	809
jazz	1054	7.10	1.2817	3678	--	--
domingos	1055	7.10	1.6812	--	4271	--
regalar	1056	7.10	1.1473	--	4268	--
xoxo	1057	7.10	1.3286	--	2679	--
wishes	1058	7.10	1.3439	--	2561	--
magos	1059	7.10	1.3286	--	2879	--
estreno	1060	7.10	1.2817	4369	4182	--
ok	1061	7.10	1.4880	2336	181	--
pelis	1062	7.10	1.6690	4895	2183	--
live	1063	7.10	1.1995	1073	166	--
abue	1064	7.08	1.7243	--	4109	--
afecto	1065	7.08	1.1036	--	--	3928
líder	1066	7.08	1.4961	2610	--	4349
globo	1067	7.08	1.3223	--	5187	--
licenciatura	1068	7.08	1.3377	3066	--	--
promoción	1069	7.08	1.1220	1461	--	2605
sobrino	1070	7.08	1.2911	--	4233	--
eficaz	1071	7.08	1.0467	4352	--	2429
enseñar	1072	7.08	1.1400	--	--	4854
juntos	1073	7.08	1.4686	2657	603	2622
unión	1074	7.08	1.2752	1312	--	747
internacional	1075	7.08	1.2911	264	2159	412
rola	1076	7.08	1.3223	--	5197	--
independiente	1077	7.08	1.5097	1980	--	1760
acierto	1078	7.08	1.2262	--	--	4712
imaginate	1079	7.08	1.2752	--	4939	--
whatsapp	1080	7.08	1.4686	--	2222	--
relaciones	1081	7.08	1.3223	734	4202	274
tour	1082	7.08	1.2095	3225	1798	--
fama	1083	7.08	1.6268	5074	5105	2877
game	1084	7.08	1.4405	3467	2661	--
auto	1085	7.08	1.4961	1251	2024	2257
meta	1086	7.08	1.2095	2748	1799	3569
bieeen	1087	7.08	1.7124	--	5070	--
esposa	1088	7.08	1.7004	3721	2189	1719
brindar	1089	7.08	1.2095	--	4820	--
autónoma	1090	7.08	1.1400	2184	--	3406
turístico	1091	7.08	1.4824	5228	--	--
completo	1092	7.08	1.3974	771	2128	1396
moderno	1093	7.08	1.0660	3982	--	2091
literatura	1094	7.08	1.6517	1002	--	710
realización	1095	7.08	1.1220	1899	--	1529
international	1096	7.08	1.4686	1979	--	4295
escritores	1097	7.08	1.1925	--	--	1813
bañar	1098	7.08	1.3377	--	3053	--
unam	1099	7.08	1.5232	--	--	4669
bless	1100	7.08	1.7361	--	2554	--
sinceramente	1101	7.08	1.4824	--	2642	--
young	1102	7.08	1.2428	--	5108	--
amaneciendo	1103	7.08	1.2262	--	4363	--
gastronomía	1104	7.08	1.1036	3778	--	--
propósitos	1105	7.08	1.2591	--	1142	2788
on-line	1106	7.08	1.2428	3374	--	--
pureza	1107	7.08	1.2095	--	--	4907
buen	1108	7.08	1.2095	564	151	536
carro	1109	7.08	1.3529	3502	1421	--
claridad	1110	7.08	1.1400	--	--	2032
poético	1111	7.08	1.1925	--	--	4646
italia	1112	7.06	1.5174	794	--	1600
ensalada	1113	7.06	1.2521	--	2629	--
aprendi	1114	7.06	1.3157	--	3392	--
amé	1115	7.06	2.0445	--	2841	--
1ro	1116	7.06	1.6340	--	1906	--
logra	1117	7.06	1.4057	--	--	3159
promociones	1118	7.06	1.3614	2456	--	--
parques	1119	7.06	1.4626	4083	--	--
acapulco	1120	7.06	1.9421	--	5005	--
nuevas	1121	7.06	1.0577	499	825	503
cumple	1122	7.06	1.4902	2279	513	3724
nena	1123	7.06	1.3157	--	935	--
wifi	1124	7.06	1.5703	4791	3159	--
maletas	1125	7.06	1.3157	--	2735	--
soluciones	1126	7.06	1.2683	1760	--	2644
aumento	1127	7.06	1.5960	1844	--	894
favorables	1128	7.06	1.1141	--	--	4211
google	1129	7.06	1.4344	282	1574	--
sensación	1130	7.06	1.2683	4617	2635	3184
night	1131	7.06	1.2521	5112	868	--
alas	1132	7.06	1.2843	--	2170	3311
sister	1133	7.06	1.5832	--	3886	--
facil	1134	7.06	1.1678	3994	1384	--
realizada	1135	7.06	1.3001	3234	--	2869
god	1136	7.06	1.8889	--	1230	--
new	1137	7.06	1.4057	587	59	1709
canta	1138	7.06	1.1141	--	1646	--
deseas	1139	7.06	1.3311	3953	3351	--
famoso	1140	7.06	1.3763	4816	3295	2868
verdaderas	1141	7.06	1.0768	--	--	5245
crecer	1142	7.06	1.2843	--	3171	--
mares	1143	7.06	1.2022	--	--	4867
pasiones	1144	7.06	1.1141	--	--	3016
funciona	1145	7.06	1.3614	1718	2163	--
couple	1146	7.06	1.3763	--	5120	--
bendicion	1147	7.06	2.0345	--	4457	--
correcta	1148	7.06	1.2191	1397	--	5101
ritmo	1149	7.06	1.4201	3175	3057	2088
poetas	1150	7.06	1.2022	--	--	2165
london	1151	7.04	1.4841	5235	--	--
importante	1152	7.04	1.4136	450	644	309
torta	1153	7.04	1.4422	--	3436	--
ciclismo	1154	7.04	1.2610	5152	--	--
originales	1155	7.04	1.3087	2850	--	3758
desea	1156	7.04	1.1241	2054	1152	3086
bendición	1157	7.04	1.7838	--	4303	--
deseos	1158	7.04	1.4563	4972	232	2383
pan	1159	7.04	1.3547	2319	1280	1663
dormire	1160	7.04	1.2447	--	2340	--
photo	1161	7.04	1.3395	1480	167	--
holaa	1162	7.04	1.4136	--	2853	--
1st	1163	7.04	1.8622	--	3943	--
compensación	1164	7.04	1.2447	--	--	5322
sleep	1165	7.04	1.4422	--	3459	--
decoración	1166	7.04	1.0683	2541	--	--
idiomas	1167	7.04	1.1773	1402	--	--
uva	1168	7.04	1.0683	--	2839	--
vives	1169	7.04	1.4702	--	3069	--
automóviles	1170	7.04	1.1945	3787	--	--
crecimiento	1171	7.04	1.2610	1239	--	666
poeta	1172	7.04	1.1058	4216	--	798
goce	1173	7.04	1.4563	--	--	5324
orquesta	1174	7.04	1.2930	4837	--	--
descanso	1175	7.04	1.2282	4854	2693	3780
cantos	1176	7.04	1.2771	--	--	5133
si	1177	7.04	1.4280	26	23	34
fuerza	1178	7.04	1.0093	1116	1001	272
dicha	1179	7.04	1.3991	1471	3442	377
protección	1180	7.04	1.5113	583	--	1069
mérito	1181	7.02	1.3013	--	--	2436
entendi	1182	7.02	1.1337	--	2217	--
entrenar	1183	7.02	1.3323	--	4974	--
apoyo	1184	7.02	1.5842	698	1342	767
unicef	1185	7.02	1.5583	--	4926	--
tranquilo	1186	7.02	1.1337	--	1713	--
productividad	1187	7.02	1.3476	4325	--	2668
papa	1188	7.02	1.7669	3007	473	1963
noches	1189	7.02	1.4776	2614	349	3257
alimentación	1190	7.02	1.1337	1653	--	3293
ahahaha	1191	7.02	1.4913	--	3656	--
imagino	1192	7.02	1.3476	--	1349	--
regala	1193	7.02	1.0971	--	4220	--
acostarse	1194	7.02	1.0200	--	4154	--
tía	1195	7.02	1.2534	--	1838	--
ambiental	1196	7.02	1.1156	1310	--	3081
educativa	1197	7.02	0.9792	2149	--	3495
latina	1198	7.02	1.2856	1173	--	842
libertador	1199	7.02	1.1692	--	--	2137
bici	1200	7.02	1.2204	--	4557	--
planta	1201	7.02	1.2204	1241	--	1557
experto	1202	7.02	1.2696	3254	--	--
montañas	1203	7.02	1.4497	--	--	2737
superar	1204	7.02	1.4356	4541	4097	3698
leyendo	1205	7.02	1.3323	3533	1761	--
yucatán	1206	7.02	1.3923	--	--	4860
intelectual	1207	7.02	1.3323	2858	--	1287
-hola	1208	7.02	1.4356	--	5095	--
deportes	1209	7.02	1.2856	321	--	--
europa	1210	7.02	1.4637	715	4069	645
confiar	1211	7.02	1.1337	--	2596	--
euros	1212	7.02	1.2856	696	2873	--
monedas	1213	7.02	1.5451	4772	--	4593
lol	1214	7.00	1.6903	--	520	--
online	1215	7.00	1.2778	331	996	--
relación	1216	7.00	1.1606	527	1592	211
yo	1217	7.00	1.5386	82	26	99
mejoras	1218	7.00	1.1249	4707	--	5016
film	1219	7.00	1.3997	4824	--	--
cultural	1220	7.00	1.2454	918	--	706
dibujos	1221	7.00	1.1249	2691	--	--
muchacha	1222	7.00	1.3851	--	--	5187
turísticos	1223	7.00	1.4142	4640	--	--
progresos	1224	7.00	1.2936	--	--	4928
campamento	1225	7.00	1.2778	--	--	5188
recuerdos	1226	7.00	1.2936	4004	1098	2808
ellas	1227	7.00	1.2454	1097	1250	273
naturales	1228	7.00	1.2289	1270	--	757
